index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
2327,Protecting Business Innovation,The Hong Kong University of Science and Technology,Specialization,18k,Business,business_and_management,3+ Months,4.8,Beginner
2328,Effective Communication in the Globalised Workplace,National University of Singapore,Specialization,37k,Business,business_and_management,3+ Months,4.5,Intermediate
2329,Scale Up Your Startup,IE Business School,Specialization,0,Business,business_and_management,3+ Months,0,Intermediate
2330,商务基础 (中文版),University of Pennsylvania,Specialization,16k,Business,business_and_management,3+ Months,4.8,Beginner
2331,Estrategia de marketing,IE Business School,Specialization,28k,Business,business_and_management,3+ Months,4.6,Beginner
2332,Финансовая грамотность,Saint Petersburg State University,Specialization,0,Business,business_and_management,3+ Months,3.7,Beginner
2333,Интернет-маркетолог,E-Learning Development Fund,Specialization,2.3k,Business,business_and_management,3+ Months,4.6,Beginner
2334,Global Challenges in Business,University of Illinois at Urbana-Champaign,Specialization,34k,Business,business_and_management,3+ Months,4.7,Beginner
2335,Estrategias de Negociación,Universidad Nacional Autónoma de México,Specialization,68k,Business,business_and_management,3+ Months,4.8,Intermediate
2336,Representante de desarrollo de ventas de Salesforce,Salesforce,Professional Certificate,0,Business,business_and_management,3+ Months,0,Beginner
2337,Логистика,Peter the Great St. Petersburg Polytechnic University,Course,8k,Business,business_and_management,3+ Months,4.2,Intermediate
2338,Marketing de Mídias Sociais do Facebook,Facebook,Professional Certificate,0,Business,business_and_management,3+ Months,0,Beginner
2339,Professional Success Skills,University of Illinois at Urbana-Champaign,Specialization,0,Business,business_and_management,3+ Months,0,Beginner
2340,Implementación del Marketing Mix,IE Business School,Specialization,45k,Business,business_and_management,3+ Months,4.8,Beginner
2341,Leading a Family Business,Tecnológico de Monterrey,Specialization,0,Business,business_and_management,3+ Months,0,Advanced
2342,Мировая экономика,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России),Specialization,2.2k,Business,business_and_management,3+ Months,4.8,Beginner
2343,Innovation and entrepreneurship,Tecnológico de Monterrey,Specialization,0,Business,business_and_management,3+ Months,0,Advanced
2344,Manager dans l'incertain,Institut Mines-Télécom,Course,0,Business,business_and_management,3+ Months,0,Beginner
2345,Introduction to Business Analytics and Information Economics,University of Illinois at Urbana-Champaign,Specialization,20k,Business,business_and_management,3+ Months,4.6,Beginner
2346,Empresas Familiares,Tecnológico de Monterrey,Specialization,0,Business,business_and_management,3+ Months,4.9,Advanced
2347,"Empresa familiar: gestión, dirección y sucesión",ESADE Business and Law School,Specialization,8.3k,Business,business_and_management,3+ Months,4.7,Beginner
2348,Doing Business in China,The Chinese University of Hong Kong,Specialization,16k,Business,business_and_management,3+ Months,4.8,Beginner
2349,Managing Innovation and Design Thinking,HEC Paris,Specialization,33k,Business,business_and_management,3+ Months,4.7,Beginner
2350,Управление продуктом,Moscow Institute of Physics and Technology,Specialization,0,Business,business_and_management,3+ Months,0,Beginner
2351,Herramientas ofimáticas básicas para el trabajo,UBITS,Course,0,Business,business_and_management,3+ Months,0,Beginner
2352,Governance and Strategy,Infosec,Course,0,Business,business_and_management,3+ Months,0,Mixed
2353,التسويق عبر وسائل التواصل الاجتماعي على فيسبوك,Facebook,Professional Certificate,0,Business,business_and_management,3+ Months,5,Beginner
2354,Cybersecurity Leadership and Management,Infosec,Specialization,0,Business,business_and_management,3+ Months,4.8,Beginner
2355,Legal Aspects of Entrepreneurship,"University of Maryland, College Park",Specialization,0,Business,business_and_management,3+ Months,5,Beginner
2356,Professional IQ: Preventing and Solving Problems at Work,University of Illinois at Urbana-Champaign,Specialization,15k,Business,business_and_management,3+ Months,4.7,Beginner
2357,ESG Investing: Financial Decisions in Flux,Interactive Brokers,Specialization,0,Business,business_and_management,3+ Months,0,Beginner
2358,Strategy and Finance for the lifecycle of a Social Business,Yunus Social Business Fund Bengaluru,Specialization,0,Business,business_and_management,3+ Months,0,Beginner
2359,Tópicos em Gestão Intercultural,Fundação Instituto de Administração,Specialization,0,Business,business_and_management,3+ Months,0,Beginner
2360,Liderança e Sociedade,Fundação Instituto de Administração,Specialization,0,Business,business_and_management,3+ Months,0,Beginner
2361,DevOps on AWS,Amazon Web Services,Specialization,49k,Computer Science,it_and_computer_science,1-3 Months,4.8,Intermediate
2362,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,Course,630k,Computer Science,it_and_computer_science,1-3 Months,4.7,Mixed
2363,"Start the UX Design Process: Empathize, Define, and Ideate",Google,Course,93k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2364,Accelerated Computer Science Fundamentals,University of Illinois at Urbana-Champaign,Specialization,68k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2365,Full-Stack Web Development with React,The Hong Kong University of Science and Technology,Specialization,340k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2366,Cryptography I,Stanford University,Course,340k,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2367,Programming for Everybody (Getting Started with Python),University of Michigan,Course,2.4m,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2368,Introduction to User Experience Design,Georgia Institute of Technology,Course,230k,Computer Science,it_and_computer_science,1-3 Months,4.5,Beginner
2369,Blockchain: Foundations and Use Cases,ConsenSys Academy,Course,55k,Computer Science,it_and_computer_science,1-3 Months,4.7,Beginner
2370,Data Science Foundations: Data Structures and Algorithms,University of Colorado Boulder,Specialization,8.5k,Computer Science,it_and_computer_science,1-3 Months,4.7,Advanced
2371,Gamification,University of Pennsylvania,Course,140k,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2372,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,Course,140k,Computer Science,it_and_computer_science,1-3 Months,4.9,Mixed
2373,Real-World Cloud Product Management,Advancing Women in Tech,Specialization,0,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2374,Python Data Structures,University of Michigan,Course,800k,Computer Science,it_and_computer_science,1-3 Months,4.9,Mixed
2375,用Python玩转数据 Data Processing Using Python,Nanjing University,Course,80k,Computer Science,it_and_computer_science,1-3 Months,4.7,Mixed
2376,"Everyday Excel, Part 1",University of Colorado Boulder,Course,150k,Computer Science,it_and_computer_science,1-3 Months,4.7,Beginner
2377,Introduction to Programming with MATLAB,Vanderbilt University,Course,420k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2378,Introduction to Web Development,"University of California, Davis",Course,180k,Computer Science,it_and_computer_science,1-3 Months,4.7,Beginner
2379,Learn to Program: The Fundamentals,University of Toronto,Course,260k,Computer Science,it_and_computer_science,1-3 Months,4.7,Beginner
2380,Kotlin for Java Developers,JetBrains,Course,79k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2381,Extended Reality for Everybody,University of Michigan,Specialization,7.3k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2382,Introdução à Ciência da Computação com Python Parte 1,Universidade de São Paulo,Course,180k,Computer Science,it_and_computer_science,1-3 Months,4.9,Beginner
2383,Основы программирования на Python,HSE University,Course,150k,Computer Science,it_and_computer_science,1-3 Months,4.5,Beginner
2384,Using Python to Access Web Data,University of Michigan,Course,530k,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2385,Create High-Fidelity Designs and Prototypes in Figma,Google,Course,34k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2386,Introduction to Scrum Master Training,LearnQuest,Course,5.9k,Computer Science,it_and_computer_science,1-3 Months,4.7,Beginner
2387,Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,Course,190k,Computer Science,it_and_computer_science,1-3 Months,4.4,Beginner
2388,Unity XR: How to Build AR and VR Apps,Unity,Specialization,28k,Computer Science,it_and_computer_science,1-3 Months,4.1,Beginner
2389,Effective Programming in Scala,École Polytechnique Fédérale de Lausanne,Course,6.1k,Computer Science,it_and_computer_science,1-3 Months,4.7,Beginner
2390,Основы разработки на C++: белый пояс,Moscow Institute of Physics and Technology,Course,60k,Computer Science,it_and_computer_science,1-3 Months,4.9,Intermediate
2391,Cybersecurity for Everyone,"University of Maryland, College Park",Course,7.6k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2392,Spring Framework,LearnQuest,Specialization,2.7k,Computer Science,it_and_computer_science,1-3 Months,3.5,Beginner
2393,Introduction to Cybersecurity & Risk Management,"University of California, Irvine",Specialization,5.6k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2394,Introduction to Blockchain for Financial Services,INSEAD,Course,13k,Computer Science,it_and_computer_science,1-3 Months,4.7,Beginner
2395,"Programming Foundations with JavaScript, HTML and CSS",Duke University,Course,460k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2396,API Design and Fundamentals of Google Cloud's Apigee API Platform,Google Cloud,Course,30k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2397,Introduction to Self-Driving Cars,University of Toronto,Course,110k,Computer Science,it_and_computer_science,1-3 Months,4.7,Advanced
2398,Mathematical Thinking in Computer Science,University of California San Diego,Course,110k,Computer Science,it_and_computer_science,1-3 Months,4.4,Beginner
2399,Mastering Web3 with Waves,E-Learning Development Fund,Course,3.9k,Computer Science,it_and_computer_science,1-3 Months,1,Beginner
2400,Погружение в Python,Moscow Institute of Physics and Technology,Course,64k,Computer Science,it_and_computer_science,1-3 Months,4.6,Intermediate
2401,Using Databases with Python,University of Michigan,Course,400k,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2402,Responsive Web Design in Adobe XD,Google,Course,26k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2403,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),Hebrew University of Jerusalem,Course,48k,Computer Science,it_and_computer_science,1-3 Months,4.9,Mixed
2404,"Programming Languages, Part A",University of Washington,Course,130k,Computer Science,it_and_computer_science,1-3 Months,4.9,Intermediate
2405,Code Yourself! An Introduction to Programming,The University of Edinburgh,Course,220k,Computer Science,it_and_computer_science,1-3 Months,4.7,Beginner
2406,UX / UI: Fundamentos para o design de interface,Universidade de São Paulo,Course,41k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2407,"Excel/VBA for Creative Problem Solving, Part 1",University of Colorado Boulder,Course,110k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2408,Design a User Experience for Social Good & Prepare for Jobs,Google,Course,21k,Computer Science,it_and_computer_science,1-3 Months,4.9,Beginner
2409,Industrial IoT on Google Cloud,Google Cloud,Course,74k,Computer Science,it_and_computer_science,1-3 Months,4.5,Beginner
2410,Discrete Optimization,The University of Melbourne,Course,55k,Computer Science,it_and_computer_science,1-3 Months,4.8,Intermediate
2411,Introduction to Computers and Office Productivity Software,The Hong Kong University of Science and Technology,Course,39k,Computer Science,it_and_computer_science,1-3 Months,4.6,Mixed
2412,Algorithmic Toolbox,University of California San Diego,Course,410k,Computer Science,it_and_computer_science,1-3 Months,4.6,Intermediate
2413,C for Everyone: Programming Fundamentals,"University of California, Santa Cruz",Course,160k,Computer Science,it_and_computer_science,1-3 Months,4.5,Beginner
2414,Java Programming: Solving Problems with Software,Duke University,Course,290k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2415,Introduction to User Experience Principles and Processes,University of Michigan,Course,48k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2416,Information Security: Context and Introduction,University of London,Course,65k,Computer Science,it_and_computer_science,1-3 Months,4.7,Beginner
2417,"Android-разработка: основы, многопоточность, архитектура",Moscow Institute of Physics and Technology,Specialization,12k,Computer Science,it_and_computer_science,1-3 Months,4.5,Intermediate
2418,Functional Programming Principles in Scala,École Polytechnique Fédérale de Lausanne,Course,200k,Computer Science,it_and_computer_science,1-3 Months,4.8,Intermediate
2419,Web Application Technologies and Django,University of Michigan,Course,57k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2420,Introduction to Computer Information Systems,"University of California, Irvine",Specialization,0,Computer Science,it_and_computer_science,1-3 Months,4,Beginner
2421,Mastering Programming with MATLAB,Vanderbilt University,Course,24k,Computer Science,it_and_computer_science,1-3 Months,4.8,Intermediate
2422,"Problem Solving, Python Programming, and Video Games",University of Alberta,Course,32k,Computer Science,it_and_computer_science,1-3 Months,4.2,Beginner
2423,Introdução ao Teste de Software,Universidade de São Paulo,Course,19k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2424,Getting Started with Go,"University of California, Irvine",Course,43k,Computer Science,it_and_computer_science,1-3 Months,4.6,Intermediate
2425,Operations Research (1): Models and Applications,National Taiwan University,Course,8.6k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2426,Основы разработки на C++: жёлтый пояс,Moscow Institute of Physics and Technology,Course,17k,Computer Science,it_and_computer_science,1-3 Months,4.9,Intermediate
2427,VLSI CAD Part I: Logic,University of Illinois at Urbana-Champaign,Course,37k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2428,Introdução à Ciência da Computação com Python Parte 2,Universidade de São Paulo,Course,23k,Computer Science,it_and_computer_science,1-3 Months,4.9,Beginner
2429,Introduction to TCP/IP,Yonsei University,Course,61k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2430,Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript,University of Michigan,Course,7.1k,Computer Science,it_and_computer_science,1-3 Months,5,Mixed
2431,Problem Solving Using Computational Thinking,University of Michigan,Course,62k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2432,"Python Functions, Files, and Dictionaries",University of Michigan,Course,80k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2433,"Big Data Essentials: HDFS, MapReduce and Spark RDD",Yandex,Course,52k,Computer Science,it_and_computer_science,1-3 Months,3.9,Intermediate
2434,Competitive Programmer's Core Skills,Saint Petersburg State University,Course,44k,Computer Science,it_and_computer_science,1-3 Months,4.6,Intermediate
2435,Introduction to Programming and Animation with Alice,Duke University,Course,12k,Computer Science,it_and_computer_science,1-3 Months,4.3,Beginner
2436,Google Cloud Fundamentals for AWS Professionals,Google Cloud,Course,88k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2437,Introduction to numerical analysis,HSE University,Course,21k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2438,Software Security,"University of Maryland, College Park",Course,67k,Computer Science,it_and_computer_science,1-3 Months,4.6,Mixed
2439,Installing and Managing Google Cloud’s Apigee API Platform for Private Cloud,Google Cloud,Specialization,7.2k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2440,Architecting with Google Kubernetes Engine: Workloads,Google Cloud,Course,24k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2441,Java for Android,Vanderbilt University,Course,190k,Computer Science,it_and_computer_science,1-3 Months,4.5,Beginner
2442,State Estimation and Localization for Self-Driving Cars,University of Toronto,Course,36k,Computer Science,it_and_computer_science,1-3 Months,4.7,Advanced
2443,Building Web Applications in PHP,University of Michigan,Course,120k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2444,Introducción a la programación orientada a objetos en Java,Universidad de los Andes,Course,51k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2445,Usable Security,"University of Maryland, College Park",Course,92k,Computer Science,it_and_computer_science,1-3 Months,4.6,Mixed
2446,Functional Programming Principles in Scala (Scala 2 version),École Polytechnique Fédérale de Lausanne,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Intermediate
2447,Software Defined Networking,The University of Chicago,Course,53k,Computer Science,it_and_computer_science,1-3 Months,4.6,Mixed
2448,Motion Planning for Self-Driving Cars,University of Toronto,Course,27k,Computer Science,it_and_computer_science,1-3 Months,4.8,Advanced
2449,Visual Perception for Self-Driving Cars,University of Toronto,Course,30k,Computer Science,it_and_computer_science,1-3 Months,4.7,Advanced
2450,Основы HTML и CSS,Moscow Institute of Physics and Technology,Course,27k,Computer Science,it_and_computer_science,1-3 Months,4.5,Beginner
2451,Database Management Essentials,University of Colorado System,Course,160k,Computer Science,it_and_computer_science,1-3 Months,4.6,Intermediate
2452,Introduction to CSS3,University of Michigan,Course,160k,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2453,Developing Cloud Apps with Node.js and React,IBM,Course,6.1k,Computer Science,it_and_computer_science,1-3 Months,3.9,Intermediate
2454,用 Python 做商管程式設計（一）(Programming for Business Computing in Python (1)),National Taiwan University,Course,25k,Computer Science,it_and_computer_science,1-3 Months,4.9,Beginner
2455,Building AI Powered Chatbots Without Programming,IBM,Course,37k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2456,Cybersecurity and Its Ten Domains,University System of Georgia,Course,170k,Computer Science,it_and_computer_science,1-3 Months,4.3,Beginner
2457,International Cyber Conflicts,The State University of New York,Course,38k,Computer Science,it_and_computer_science,1-3 Months,4.5,Mixed
2458,Developing Cloud Native Applications,IBM,Course,4.9k,Computer Science,it_and_computer_science,1-3 Months,4.1,Intermediate
2459,Introduction to Programming in Swift 5,LearnQuest,Course,16k,Computer Science,it_and_computer_science,1-3 Months,4.4,Beginner
2460,Docker. Основы,E-Learning Development Fund,Course,0,Computer Science,it_and_computer_science,1-3 Months,4.9,Intermediate
2461,"C++ For C Programmers, Part A","University of California, Santa Cruz",Course,220k,Computer Science,it_and_computer_science,1-3 Months,4.4,Mixed
2462,Data Structures,University of California San Diego,Course,210k,Computer Science,it_and_computer_science,1-3 Months,4.6,Intermediate
2463,Architecting with Google Kubernetes Engine: Production,Google Cloud,Course,17k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2464,API Development on Google Cloud's Apigee API Platform,Google Cloud,Course,12k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2465,"Internet History, Technology, and Security",University of Michigan,Course,130k,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2466,Web Development with Java Spring Framework,Peter the Great St. Petersburg Polytechnic University,Course,18k,Computer Science,it_and_computer_science,1-3 Months,3.7,Intermediate
2467,Основы разработки на C++: красный пояс,Moscow Institute of Physics and Technology,Course,10k,Computer Science,it_and_computer_science,1-3 Months,4.8,Intermediate
2468,ООП и паттерны проектирования в Python,Moscow Institute of Physics and Technology,Course,13k,Computer Science,it_and_computer_science,1-3 Months,3.9,Intermediate
2469,Initiation à la programmation (en C++),École Polytechnique Fédérale de Lausanne,Course,37k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2470,Introducción a Java,Universidad Nacional Autónoma de México,Course,130k,Computer Science,it_and_computer_science,1-3 Months,4.2,Beginner
2471,Introduction to Graph Theory,University of California San Diego,Course,40k,Computer Science,it_and_computer_science,1-3 Months,4.5,Beginner
2472,Object Oriented Programming in Java,University of California San Diego,Course,240k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2473,Растровая графика. Adobe Photoshop CC,Peter the Great St. Petersburg Polytechnic University,Course,52k,Computer Science,it_and_computer_science,1-3 Months,4.5,Beginner
2474,Operations Research (2): Optimization Algorithms,National Taiwan University,Course,3k,Computer Science,it_and_computer_science,1-3 Months,4.8,Intermediate
2475,Parallel Programming in Java,Rice University,Course,35k,Computer Science,it_and_computer_science,1-3 Months,4.6,Intermediate
2476,Введение в iOS-разработку,Moscow Institute of Physics and Technology,Course,8.3k,Computer Science,it_and_computer_science,1-3 Months,4.3,Intermediate
2477,1C:Enterprise Junior Developer Course,Moscow Institute of Physics and Technology,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Beginner
2478,Combinatorics and Probability,University of California San Diego,Course,36k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2479,Quantum Computing. Less Formulas - More Understanding,Saint Petersburg State University,Course,8.2k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2480,An Introduction to Interactive Programming in Python (Part 1),Rice University,Course,190k,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2481,Getting Started With Application Development,Google Cloud,Course,40k,Computer Science,it_and_computer_science,1-3 Months,4.5,Intermediate
2482,Camera and Imaging,Columbia University,Course,0,Computer Science,it_and_computer_science,1-3 Months,5,Beginner
2483,Web Design for Everybody Capstone,University of Michigan,Course,39k,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2484,Методы и средства защиты информации,HSE University,Course,10k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2485,Developing Android Apps with App Inventor,The Hong Kong University of Science and Technology,Course,46k,Computer Science,it_and_computer_science,1-3 Months,4.4,Beginner
2486,"Everyday Excel, Part 2",University of Colorado Boulder,Course,20k,Computer Science,it_and_computer_science,1-3 Months,4.8,Intermediate
2487,Создание Web-сервисов на Python,Moscow Institute of Physics and Technology,Course,13k,Computer Science,it_and_computer_science,1-3 Months,4.1,Intermediate
2488,Oracle Database Foundations,LearnQuest,Course,1.5k,Computer Science,it_and_computer_science,1-3 Months,4.9,Beginner
2489,Fundamentals of Network Communication,University of Colorado System,Course,67k,Computer Science,it_and_computer_science,1-3 Months,4.6,Intermediate
2490,Foundations of Computer Science,LearnQuest,Course,0,Computer Science,it_and_computer_science,1-3 Months,4.9,Beginner
2491,Fundamentals of Kubernetes Deployment,LearnQuest,Course,11k,Computer Science,it_and_computer_science,1-3 Months,4.3,Intermediate
2492,"UX Research at Scale: Surveys, Analytics, Online Testing",University of Michigan,Course,13k,Computer Science,it_and_computer_science,1-3 Months,4.4,Beginner
2493,Functional Program Design in Scala,École Polytechnique Fédérale de Lausanne,Course,56k,Computer Science,it_and_computer_science,1-3 Months,4.5,Intermediate
2494,"Java Programming: Arrays, Lists, and Structured Data",Duke University,Course,120k,Computer Science,it_and_computer_science,1-3 Months,4.7,Beginner
2495,Квантовые вычисления (Quantum computing),Saint Petersburg State University,Course,5.5k,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2496,Технология аэрофотосъемки с использованием БЛА,Saint Petersburg State University,Course,0,Computer Science,it_and_computer_science,1-3 Months,5,Mixed
2497,Concurrent Programming in Java,Rice University,Course,19k,Computer Science,it_and_computer_science,1-3 Months,4.5,Intermediate
2498,IBM z/OS Rexx Programming,IBM,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Intermediate
2499,¡A Programar! Una introducción a la programación,Universidad ORT Uruguay,Course,130k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2500,Django Features and Libraries,University of Michigan,Course,17k,Computer Science,it_and_computer_science,1-3 Months,4.8,Intermediate
2501,Introduction to OpenCL on FPGAs,Intel,Course,5.7k,Computer Science,it_and_computer_science,1-3 Months,4.1,Beginner
2502,Securing Digital Democracy,University of Michigan,Course,12k,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2503,"Data Warehouse Concepts, Design, and Data Integration",University of Colorado System,Course,54k,Computer Science,it_and_computer_science,1-3 Months,4.4,Mixed
2504,Artificial Creativity,"Parsons School of Design, The New School",Course,0,Computer Science,it_and_computer_science,1-3 Months,5,Intermediate
2505,Java Programming: Build a Recommendation System,Duke University,Course,24k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2506,Основы олимпиадного программирования,Saint Petersburg State University,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Intermediate
2507,C for Everyone: Structured Programming,"University of California, Santa Cruz",Course,37k,Computer Science,it_and_computer_science,1-3 Months,4.6,Intermediate
2508,UX Design: From Concept to Prototype,University of Michigan,Course,19k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2509,"Responsive Website Basics: Code with HTML, CSS, and JavaScript",University of London,Course,170k,Computer Science,it_and_computer_science,1-3 Months,4.6,Mixed
2510,Industrial IoT Markets and Security,University of Colorado Boulder,Course,20k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2511,Основы разработки на С++: черный пояс,Moscow Institute of Physics and Technology,Course,6k,Computer Science,it_and_computer_science,1-3 Months,4.9,Intermediate
2512,Web Application Development: Basic Concepts,University of New Mexico,Course,44k,Computer Science,it_and_computer_science,1-3 Months,4.4,Mixed
2513,Программирование для всех (начало работы с Python),University of Michigan,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Mixed
2514,Programmation pour tous (mise en route de Python),University of Michigan,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Mixed
2515,Build Your First Android App (Project-Centered Course),CentraleSupélec,Course,320k,Computer Science,it_and_computer_science,1-3 Months,4.2,Mixed
2516,Programming Reactive Systems (Scala 2 version),École Polytechnique Fédérale de Lausanne,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Intermediate
2517,Blockchain in Financial Services: Strategic Action Plan,INSEAD,Course,3.9k,Computer Science,it_and_computer_science,1-3 Months,4.4,Intermediate
2518,Single Page Web Applications with AngularJS,Johns Hopkins University,Course,100k,Computer Science,it_and_computer_science,1-3 Months,4.9,Intermediate
2519,Programming Reactive Systems,École Polytechnique Fédérale de Lausanne,Course,0,Computer Science,it_and_computer_science,1-3 Months,4.3,Intermediate
2520,Cryptography,"University of Maryland, College Park",Course,55k,Computer Science,it_and_computer_science,1-3 Months,4.6,Mixed
2521,Object-Oriented Hierarchies in Java,LearnQuest,Course,1.8k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2522,SAS Macro Language,SAS,Course,3k,Computer Science,it_and_computer_science,1-3 Months,4.9,Intermediate
2523,Understanding User Needs,University of Michigan,Course,19k,Computer Science,it_and_computer_science,1-3 Months,4.7,Beginner
2524,Тонкости верстки,Moscow Institute of Physics and Technology,Course,8k,Computer Science,it_and_computer_science,1-3 Months,4.5,Intermediate
2525,Data Structures and Performance,University of California San Diego,Course,85k,Computer Science,it_and_computer_science,1-3 Months,4.8,Intermediate
2526,Building Database Applications in PHP,University of Michigan,Course,39k,Computer Science,it_and_computer_science,1-3 Months,4.9,Intermediate
2527,"Pointers, Arrays, and Recursion",Duke University,Course,32k,Computer Science,it_and_computer_science,1-3 Months,4.4,Beginner
2528,C++程序设计,Peking University,Course,39k,Computer Science,it_and_computer_science,1-3 Months,4.7,Mixed
2529,Securing and Integrating Components of your Application,Google Cloud,Course,19k,Computer Science,it_and_computer_science,1-3 Months,4.6,Intermediate
2530,Advanced Data Structures in Java,University of California San Diego,Course,73k,Computer Science,it_and_computer_science,1-3 Months,4.8,Intermediate
2531,Programación para todos (Introducción a Python),University of Michigan,Course,1.6k,Computer Science,it_and_computer_science,1-3 Months,5,Mixed
2532,"JavaScript, часть 1: основы и функции",Moscow Institute of Physics and Technology,Course,27k,Computer Science,it_and_computer_science,1-3 Months,4.4,Intermediate
2533,Fundamentals of Parallelism on Intel Architecture,Intel,Course,15k,Computer Science,it_and_computer_science,1-3 Months,4.6,Intermediate
2534,Использование языка Python для доступа к веб-данным,University of Michigan,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Mixed
2535,Programming with Scratch,The Hong Kong University of Science and Technology,Course,5.6k,Computer Science,it_and_computer_science,1-3 Months,4.2,Beginner
2536,Математическая логика. Политехнический взгляд,Peter the Great St. Petersburg Polytechnic University,Course,2.3k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2537,Laboratório de Programação Orientada a Objetos - Parte 1,Universidade de São Paulo,Course,3.1k,Computer Science,it_and_computer_science,1-3 Months,4.8,Intermediate
2538,计算机组成 Computer Organization,Peking University,Course,32k,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2539,FPGA computing systems: Background knowledge and introductory materials,Politecnico di Milano,Course,12k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2540,Data Processing Using Python,Nanjing University,Course,51k,Computer Science,it_and_computer_science,1-3 Months,4.1,Beginner
2541,"Cloud Computing Concepts, Part 1",University of Illinois at Urbana-Champaign,Course,120k,Computer Science,it_and_computer_science,1-3 Months,4.4,Beginner
