index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
6709,Value-Based Care: Population Health,University of Houston,Course,0,Health,healthcare_medicine,1-4 Weeks,4.8,Beginner
6710,Value-Based Care: Managing Processes to Improve Outcomes,University of Houston,Course,0,Health,healthcare_medicine,1-4 Weeks,4.8,Beginner
6711,The Critical Role of IT Support Staff in Healthcare,Johns Hopkins University,Course,3.8k,Health,healthcare_medicine,1-4 Weeks,4.7,Beginner
6712,Health Systems Development: A Focus on Health Service Delivery and Human Resources for Health,Imperial College London,Course,2.6k,Health,healthcare_medicine,1-4 Weeks,4.8,Beginner
6713,"Global Disease Masterclass: Communicable Diseases Epidemiology, Intervention and Prevention",Imperial College London,Course,3.3k,Health,healthcare_medicine,1-4 Weeks,4.8,Beginner
6714,Global Disease Masterclass: Non-communicable Diseases,Imperial College London,Course,2.5k,Health,healthcare_medicine,1-4 Weeks,4.8,Beginner
6715,"Cannabis, Chronic Pain, and Related Disorders",University of Colorado Boulder,Course,3.8k,Health,healthcare_medicine,1-4 Weeks,4.7,Beginner
6716,Healthy Aging and the Future of Cannabis Research,University of Colorado Boulder,Course,2.9k,Health,healthcare_medicine,1-4 Weeks,4.8,Beginner
6717,Психология карьеры,Saint Petersburg State University,Course,3.4k,Health,healthcare_medicine,1-4 Weeks,4.5,Beginner
6718,The Big Stuff: Evolution and Ecology,University of Colorado Boulder,Course,2.3k,Health,healthcare_medicine,1-4 Weeks,4.8,Beginner
6719,"The Little Stuff: Energy, Cells, and Genetics",University of Colorado Boulder,Course,4k,Health,healthcare_medicine,1-4 Weeks,4.6,Beginner
6720,Outbreaks and Epidemics,Johns Hopkins University,Course,10k,Health,healthcare_medicine,1-4 Weeks,4.8,Beginner
6721,Foundations of Public Health Practice: Health Protection,Imperial College London,Course,4.9k,Health,healthcare_medicine,1-4 Weeks,4.9,Beginner
6722,Value-Based Care: Reimbursement Models,University of Houston,Course,0,Health,healthcare_medicine,1-4 Weeks,4.6,Beginner
6723,Value-Based Care: Quality Improvement in Organizations,University of Houston,Course,0,Health,healthcare_medicine,1-4 Weeks,4.9,Beginner
6724,Value-Based Care: Organizational Competencies,University of Houston,Course,0,Health,healthcare_medicine,1-4 Weeks,4.9,Beginner
6725,Operations and Patient Safety for Healthcare IT Staff,Johns Hopkins University,Course,1.8k,Health,healthcare_medicine,1-4 Weeks,4.8,Mixed
6726,"Healthcare Data Security, Privacy, and Compliance",Johns Hopkins University,Course,2.5k,Health,healthcare_medicine,1-4 Weeks,4.7,Beginner
6727,Planning a Patient Safety or Quality Improvement Project (Patient Safety III),Johns Hopkins University,Course,5.3k,Health,healthcare_medicine,1-4 Weeks,4.8,Mixed
6728,Implementing a Patient Safety or Quality Improvement Project (Patient Safety V),Johns Hopkins University,Course,3.3k,Health,healthcare_medicine,1-4 Weeks,4.7,Mixed
6729,Designing for Sustainment: Keeping Improvement Work on Track (Patient Safety IV),Johns Hopkins University,Course,3.2k,Health,healthcare_medicine,1-4 Weeks,4.6,Mixed
6730,Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI),Johns Hopkins University,Course,3.1k,Health,healthcare_medicine,1-4 Weeks,4.7,Mixed
6731,A Guide to Healthcare Innovation: Principles and Practice,Imperial College London,Course,4.8k,Health,healthcare_medicine,1-4 Weeks,4.7,Beginner
6732,The Outcomes and Interventions of Health Informatics,Johns Hopkins University,Course,4.5k,Health,healthcare_medicine,1-4 Weeks,4.5,Beginner
6733,Culminating Project in Health Informatics,Johns Hopkins University,Course,3.4k,Health,healthcare_medicine,1-4 Weeks,4.8,Mixed
6734,Supporting Parents of a Newborn Baby,University of Colorado System,Course,5.6k,Health,healthcare_medicine,1-4 Weeks,4.9,Beginner
6735,Guidance to Keep Newborn Babies Safe and Healthy,University of Colorado System,Course,6.5k,Health,healthcare_medicine,1-4 Weeks,4.8,Beginner
6736,Introduction to Participatory Approaches in Public Health,Imperial College London,Course,0,Health,healthcare_medicine,1-4 Weeks,0,Beginner
6737,Future Healthcare Payment Models,Northeastern University,Course,3.2k,Health,healthcare_medicine,1-4 Weeks,4.5,Beginner
6738,Primeros Auxilios Psicológicos (PAP). Edición especial COVID-19,Universitat Autònoma de Barcelona,Course,71k,Health,healthcare_medicine,1-4 Weeks,4.8,Mixed
6739,Measuring and Maximizing Impact of COVID-19 Contact Tracing,Johns Hopkins University,Course,60k,Health,healthcare_medicine,1-4 Weeks,4.5,Advanced
6740,Fighting COVID-19 with Epidemiology: A Johns Hopkins Teach-Out,Johns Hopkins University,Course,120k,Health,healthcare_medicine,1-4 Weeks,4.5,Beginner
6741,Practicing Gratitude Teach-Out,University of Michigan,Course,3.9k,Health,healthcare_medicine,1-4 Weeks,4.7,Beginner
6742,"Healthy Practices: Nutrition, Physical Activity, and Community and Family Participation",University of Colorado System,Course,18k,Health,healthcare_medicine,1-4 Weeks,4.7,Beginner
6743,Seguimiento de casos y contactos COVID-19,Universidad de Chile,Course,8.6k,Health,healthcare_medicine,1-4 Weeks,4.9,Beginner
6744,Healthcare Entrepreneurship: Taking Ideas to Market,Imperial College London,Course,3.1k,Health,healthcare_medicine,1-4 Weeks,4.8,Intermediate
6745,Michigan Sport-Related Concussion Training Certification,University of Michigan,Course,6.5k,Health,healthcare_medicine,1-4 Weeks,4.7,Beginner
6746,Healthcare Innovation: What Does Success Look Like and How to Achieve It?,Imperial College London,Course,2.4k,Health,healthcare_medicine,1-4 Weeks,4.7,Beginner
6747,Health Across the Gender Spectrum,Stanford University,Course,28k,Health,healthcare_medicine,1-4 Weeks,4.8,Beginner
6748,Entendiendo la depresión a lo largo del ciclo vital,Universidad de los Andes,Course,0,Health,healthcare_medicine,1-4 Weeks,0,Intermediate
6749,"Química, guerra y ética",Universidad Nacional Autónoma de México,Course,10k,Health,healthcare_medicine,1-4 Weeks,4.9,Beginner
6750,Farmacovigilancia ocular,Universidad Nacional Autónoma de México,Course,8.8k,Health,healthcare_medicine,1-4 Weeks,4.8,Intermediate
6751,Medical Applications of Particle Accelerators (NPAP MOOC),Lund University,Course,4.7k,Health,healthcare_medicine,1-4 Weeks,4.6,Beginner
6752,The Science of Health Care Delivery,Arizona State University,Course,6.2k,Health,healthcare_medicine,1-4 Weeks,4.6,Beginner
6753,Health Care Delivery in Healthcare Organizations,Rutgers the State University of New Jersey,Course,4.4k,Health,healthcare_medicine,1-4 Weeks,4.8,Beginner
6754,Materials in Oral Health,The University of Hong Kong,Course,17k,Health,healthcare_medicine,1-4 Weeks,4.6,Mixed
6755,Cáncer de próstata,Universidad Nacional Autónoma de México,Course,5.7k,Health,healthcare_medicine,1-4 Weeks,4.8,Beginner
6756,Genetics and Society: A Course for Educators,American Museum of Natural History,Course,14k,Health,healthcare_medicine,1-4 Weeks,4.6,Mixed
6757,Genomic Data Science and Clustering (Bioinformatics V),University of California San Diego,Course,13k,Health,healthcare_medicine,1-4 Weeks,4.2,Beginner
6758,Physician/Student Opioid Use Disorder Medication Assisted Treatment Waiver Training,University of Virginia,Course,0,Health,healthcare_medicine,1-4 Weeks,4.7,Beginner
6759,Value-Based Care: Capstone Project,University of Houston,Course,0,Health,healthcare_medicine,1-4 Weeks,0,Beginner
6760,Prehospital care of acute stroke and patient selection for endovascular treatment using the RACE scale,Universitat de Barcelona,Course,1.8k,Health,healthcare_medicine,1-4 Weeks,4.8,Intermediate
6761,Let's talk about it: A Health and Immigration Teach Out,Johns Hopkins University,Course,0,Health,healthcare_medicine,1-4 Weeks,0,Beginner
6762,"The People, Power, and Pride of Public Health",Johns Hopkins University,Course,5k,Health,healthcare_medicine,1-4 Weeks,4.7,Beginner
6763,Point of Care Testing for Sexually Transmitted Infections,Johns Hopkins University,Course,0,Health,healthcare_medicine,1-4 Weeks,0,Beginner
6764,Integrated Analysis in Systems Biology,Icahn School of Medicine at Mount Sinai,Course,7.2k,Health,healthcare_medicine,1-4 Weeks,4.6,Mixed
6765,The Influence of Social Context on Health,University of Michigan,Course,0,Health,healthcare_medicine,1-4 Weeks,0,Intermediate
6766,Chronically Ill in an Emergency: Why Mental Health Matters,University of Copenhagen,Course,0,Health,healthcare_medicine,1-4 Weeks,0,Mixed
6767,Bioinformatics Capstone: Big Data in Biology,University of California San Diego,Course,4k,Health,healthcare_medicine,1-4 Weeks,4.1,Beginner
6768,Patient Perspectives on Medications: Qualitative Interviews,University of Copenhagen,Course,0,Health,healthcare_medicine,1-4 Weeks,0,Intermediate
6769,Survey Data Collection and Analytics Project (Capstone),University of Michigan,Course,0,Health,healthcare_medicine,1-4 Weeks,0,Mixed
6770,ÉCHELLE RACE: Dépistage préhospitalier de l’AVC impliquant une occlusion de gros vaisseaux cérébraux,Universitat de Barcelona,Course,0,Health,healthcare_medicine,1-4 Weeks,4.8,Intermediate
6771,Introduction to Digital Health Entrepreneurship,Johns Hopkins University,Course,0,Health,healthcare_medicine,1-4 Weeks,0,Beginner
6772,The Business of Health Care,University of Pennsylvania,Specialization,39k,Health,healthcare_medicine,3+ Months,4.6,Beginner
6773,Drug Development Product Management,University of California San Diego,Specialization,130k,Health,healthcare_medicine,3+ Months,4.6,Beginner
6774,Cancer Biology,Johns Hopkins University,Specialization,190k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6775,Medical Neuroscience,Duke University,Course,250k,Health,healthcare_medicine,3+ Months,4.9,Advanced
6776,Become an EMT,University of Colorado System,Specialization,64k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6777,Biostatistics in Public Health,Johns Hopkins University,Specialization,40k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6778,Integrative Health and Medicine,University of Minnesota,Specialization,50k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6779,Statistical Analysis with R for Public Health,Imperial College London,Specialization,39k,Health,healthcare_medicine,3+ Months,4.7,Beginner
6780,Bioinformatics,University of California San Diego,Specialization,99k,Health,healthcare_medicine,3+ Months,4.3,Beginner
6781,International Women's Health and Human Rights,Stanford University,Course,73k,Health,healthcare_medicine,3+ Months,4.9,Beginner
6782,Anatomy,University of Michigan,Specialization,96k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6783,Fundamentals of Immunology,Rice University,Specialization,58k,Health,healthcare_medicine,3+ Months,4.7,Intermediate
6784,Epidemiology in Public Health Practice,Johns Hopkins University,Specialization,58k,Health,healthcare_medicine,3+ Months,4.7,Beginner
6785,Healthcare Law,University of Pennsylvania,Specialization,7.2k,Health,healthcare_medicine,3+ Months,4.7,Intermediate
6786,Engineering Health: Introduction to Yoga and Physiology,New York University,Course,40k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6787,Palliative Care Always,Stanford University,Specialization,2.4k,Health,healthcare_medicine,3+ Months,4.5,Beginner
6788,Foundations of Global Health,Johns Hopkins University,Specialization,46k,Health,healthcare_medicine,3+ Months,4.7,Beginner
6789,Health Informatics,Johns Hopkins University,Specialization,29k,Health,healthcare_medicine,3+ Months,4.4,Beginner
6790,School Health for Children and Adolescents,University of Colorado System,Specialization,41k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6791,Integrative Nursing,University of Minnesota,Specialization,26k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6792,Abnormal Psychology,Wesleyan University,Specialization,2.9k,Health,healthcare_medicine,3+ Months,4.9,Beginner
6793,Healthcare Organization Operations,Rutgers the State University of New Jersey,Specialization,22k,Health,healthcare_medicine,3+ Months,4.6,Beginner
6794,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,Specialization,65k,Health,healthcare_medicine,3+ Months,4.4,Intermediate
6795,Health Information Literacy for Data Analytics,"University of California, Davis",Specialization,15k,Health,healthcare_medicine,3+ Months,4.5,Intermediate
6796,Value-Based Care,University of Houston,Specialization,4k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6797,Psicología,Universidad de Palermo,Specialization,22k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6798,Qualitative Research Design and Methods for Public Health,Emory University,Specialization,7.4k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6799,Impacts of the Environment on Global Public Health,University of Michigan,Specialization,0,Health,healthcare_medicine,3+ Months,4.7,Beginner
6800,Patient Safety,Johns Hopkins University,Specialization,25k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6801,Foundations of Public Health Practice,Imperial College London,Specialization,19k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6802,Foundations for Assisting in Home Care,The State University of New York,Course,8.6k,Health,healthcare_medicine,3+ Months,4.8,Mixed
6803,Bugs 101: Insect-Human Interactions,University of Alberta,Course,33k,Health,healthcare_medicine,3+ Months,4.9,Beginner
6804,Healthcare IT Support,Johns Hopkins University,Specialization,5.9k,Health,healthcare_medicine,3+ Months,4.7,Beginner
6805,Medical Cannabis: The Health Effects of THC and CBD,University of Colorado Boulder,Specialization,16k,Health,healthcare_medicine,3+ Months,4.7,Beginner
6806,Climate Change and Health: From Science to Action,Yale University,Specialization,20k,Health,healthcare_medicine,3+ Months,4.7,Beginner
6807,Biology Everywhere,University of Colorado Boulder,Specialization,10k,Health,healthcare_medicine,3+ Months,4.5,Beginner
6808,Newborn Baby Care,University of Colorado System,Specialization,20k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6809,Healthcare Marketplace,University of Minnesota,Specialization,59k,Health,healthcare_medicine,3+ Months,4.5,Beginner
6810,Addressing Racial Health Inequity in Healthcare,University of Michigan,Specialization,0,Health,healthcare_medicine,3+ Months,0,Beginner
6811,Healthcare Trends for Business Professionals,Northeastern University,Specialization,12k,Health,healthcare_medicine,3+ Months,4.4,Beginner
6812,Manejo del enfermo semicrítico y crítico por COVID-19,Universitat de Barcelona,Course,7.6k,Health,healthcare_medicine,3+ Months,4.8,Advanced
6813,Nursing Informatics Leadership,University of Minnesota,Specialization,8.7k,Health,healthcare_medicine,3+ Months,4.7,Beginner
6814,Palliative Care: It's Not Just Hospice Anymore,University of Colorado System,Specialization,11k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6815,Participatory Approaches in Public Health,Imperial College London,Specialization,0,Health,healthcare_medicine,3+ Months,4.6,Beginner
6816,Population Health During A Pandemic: Contact Tracing and Beyond,University of Houston,Course,16k,Health,healthcare_medicine,3+ Months,4.8,Beginner
6817,生物信息学: 导论与方法,Peking University,Course,17k,Health,healthcare_medicine,3+ Months,4.7,Mixed
6818,Health Care IT: Challenges and Opportunities,Icahn School of Medicine at Mount Sinai,Course,17k,Health,healthcare_medicine,3+ Months,4.7,Mixed
6819,Traditional herbal medicine in supportive cancer care: From alternative to integrative,Technion - Israel Institute of Technology,Course,6.5k,Health,healthcare_medicine,3+ Months,4.7,Beginner
6820,Bioinformatics: Introduction and Methods 生物信息学: 导论与方法,Peking University,Course,26k,Health,healthcare_medicine,3+ Months,4.4,Mixed
6821,生物学概念与途径,Peking University,Course,2.9k,Health,healthcare_medicine,3+ Months,5,Intermediate
6822,生物演化,Peking University,Course,4.6k,Health,healthcare_medicine,3+ Months,4.9,Mixed
6823,循序渐进练瑜伽,Shanghai Jiao Tong University,Course,0,Health,healthcare_medicine,3+ Months,0,Beginner
6824,Big Data Science with the BD2K-LINCS Data Coordination and Integration Center,Icahn School of Medicine at Mount Sinai,Course,5.1k,Health,healthcare_medicine,3+ Months,4.8,Intermediate
6825,Managing Emotions in Times of Uncertainty & Stress,Yale University,Course,94k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6826,Game Theory,Stanford University,Course,360k,Social Sciences,politics_and_society,1-3 Months,4.6,Beginner
6827,Instructional Design Foundations and Applications,University of Illinois at Urbana-Champaign,Course,29k,Social Sciences,politics_and_society,1-3 Months,4.1,Mixed
6828,Global Diplomacy – Diplomacy in the Modern World,University of London,Course,130k,Social Sciences,politics_and_society,1-3 Months,4.7,Mixed
6829,An Introduction to American Law,University of Pennsylvania,Course,150k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6830,Moral Foundations of Politics,Yale University,Course,170k,Social Sciences,politics_and_society,1-3 Months,4.9,Mixed
6831,International Organizations for Interpreters,University of Geneva,Course,0,Social Sciences,politics_and_society,1-3 Months,0,Beginner
6832,Rethinking International Tax Law,Universiteit Leiden,Course,47k,Social Sciences,politics_and_society,1-3 Months,4.8,Mixed
6833,"Internal Displacement, Conflict and Protection",University of London,Course,0,Social Sciences,politics_and_society,1-3 Months,0,Beginner
6834,Global Energy and Climate Policy,University of London,Course,22k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6835,Supporting children with difficulties in reading and writing,University of London,Course,81k,Social Sciences,politics_and_society,1-3 Months,4.8,Mixed
6836,Social and Economic Networks: Models and Analysis,Stanford University,Course,56k,Social Sciences,politics_and_society,1-3 Months,4.8,Advanced
6837,Introduction to English Common Law,University of London,Course,66k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6838,Microeconomics Principles,University of Illinois at Urbana-Champaign,Course,130k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6839,International Humanitarian Law in Theory and Practice,Universiteit Leiden,Course,39k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6840,International Security Management,Erasmus University Rotterdam,Course,14k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6841,Introduction to International Criminal Law,Case Western Reserve University,Course,140k,Social Sciences,politics_and_society,1-3 Months,4.8,Mixed
6842,Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,Course,110k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6843,International Law in Action: the Arbitration of International Disputes,Universiteit Leiden,Course,36k,Social Sciences,politics_and_society,1-3 Months,4.8,Mixed
6844,Aboriginal Worldviews and Education,University of Toronto,Course,18k,Social Sciences,politics_and_society,1-3 Months,4.8,Mixed
6845,American Contract Law I,Yale University,Course,41k,Social Sciences,politics_and_society,1-3 Months,4.9,Beginner
6846,Game Theory II: Advanced Applications,Stanford University,Course,36k,Social Sciences,politics_and_society,1-3 Months,4.7,Advanced
6847,Politics and Economics of International Energy,Sciences Po,Course,50k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6848,Model Thinking,University of Michigan,Course,170k,Social Sciences,politics_and_society,1-3 Months,4.8,Mixed
6849,Learning to Teach Online,UNSW Sydney (The University of New South Wales),Course,150k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6850,Smart Cities – Management of Smart Urban Infrastructures,École Polytechnique Fédérale de Lausanne,Course,36k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6851,Formación docente basada en la práctica para desarrollar habilidades del siglo XXI,Pontificia Universidad Católica de Chile,Course,9.5k,Social Sciences,politics_and_society,1-3 Months,4.8,Mixed
6852,Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,Course,18k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6853,Hacia una práctica constructivista en el aula,Pontificia Universidad Católica de Chile,Course,77k,Social Sciences,politics_and_society,1-3 Months,4.9,Mixed
6854,Classical Sociological Theory,University of Amsterdam,Course,86k,Social Sciences,politics_and_society,1-3 Months,4.9,Mixed
6855,Powerful Tools for Teaching and Learning: Digital Storytelling,University of Houston,Course,49k,Social Sciences,politics_and_society,1-3 Months,4.6,Beginner
6856,Beyond the Sustainable Development Goals (SDGs): Addressing Sustainability and Development,University of Michigan,Course,14k,Social Sciences,politics_and_society,1-3 Months,4.7,Mixed
6857,Teach English Now! Foundational Principles,Arizona State University,Course,150k,Social Sciences,politics_and_society,1-3 Months,4.9,Mixed
6858,Children's Human Rights - An Interdisciplinary Introduction,University of Geneva,Course,62k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6859,Microeconomics: The Power of Markets,University of Pennsylvania,Course,47k,Social Sciences,politics_and_society,1-3 Months,4.7,Mixed
6860,Refugees in the 21st Century,University of London,Course,14k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6861,Introduction to Economic Theories,Erasmus University Rotterdam,Course,49k,Social Sciences,politics_and_society,1-3 Months,4.5,Beginner
6862,Political Economy of Institutions and Development,Universiteit Leiden,Course,23k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6863,Security & Safety Challenges in a Globalized World,Universiteit Leiden,Course,21k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6864,Understanding child development: from synapse to society,Utrecht University,Course,46k,Social Sciences,politics_and_society,1-3 Months,4.6,Beginner
6865,University Teaching,The University of Hong Kong,Course,19k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6866,Understanding International Relations Theory,HSE University,Course,62k,Social Sciences,politics_and_society,1-3 Months,4.7,Mixed
6867,Citizenship and the Rule of Law,University of London,Course,11k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6868,Психология коммуникации,HSE University,Course,41k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6869,Risk in Modern Society,Universiteit Leiden,Course,7.5k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6870,Géopolitique de l'Europe,Sciences Po,Course,15k,Social Sciences,politics_and_society,1-3 Months,4.5,Mixed
6871,Public Policy Challenges of the 21st Century,University of Virginia,Course,71k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6872,Foundations of Teaching for Learning: Being a Teacher,Commonwealth Education Trust,Course,40k,Social Sciences,politics_and_society,1-3 Months,4.6,Mixed
6873,Global Diplomacy: the United Nations in the World,University of London,Course,53k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6874,A Law Student's Toolkit,Yale University,Course,130k,Social Sciences,politics_and_society,1-3 Months,4.7,Mixed
6875,What future for education?,University of London,Course,49k,Social Sciences,politics_and_society,1-3 Months,4.7,Mixed
6876,Large Marine Ecosystems: Assessment and Management,University of Cape Town,Course,12k,Social Sciences,politics_and_society,1-3 Months,4.8,Intermediate
6877,International migrations: a global issue,Sciences Po,Course,21k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6878,Becoming a Sports Agent,Case Western Reserve University,Course,11k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6879,EU policy and implementation: making Europe work!,Universiteit Leiden,Course,13k,Social Sciences,politics_and_society,1-3 Months,4.4,Intermediate
6880,Экономика для неэкономистов (Economics for non-economists),HSE University,Course,88k,Social Sciences,politics_and_society,1-3 Months,4.9,Beginner
6881,Human Rights for Open Societies,Utrecht University,Course,39k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6882,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,Universiteit Leiden,Course,46k,Social Sciences,politics_and_society,1-3 Months,4.8,Mixed
6883,Water Resources Management and Policy,University of Geneva,Course,33k,Social Sciences,politics_and_society,1-3 Months,4.6,Mixed
6884,Qualitative Research Methods,University of Amsterdam,Course,85k,Social Sciences,politics_and_society,1-3 Months,4.6,Intermediate
6885,Democracia y decisiones públicas. Introducción al análisis de políticas públicas,Universitat Autònoma de Barcelona,Course,61k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6886,Research for Impact,University of Cape Town,Course,11k,Social Sciences,politics_and_society,1-3 Months,4.9,Beginner
6887,Fundamentos de la escritura,Tecnológico de Monterrey,Course,140k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6888,Rédaction de contrats,University of Geneva,Course,19k,Social Sciences,politics_and_society,1-3 Months,4.8,Mixed
6889,Global Health and Humanitarianism,University of Manchester,Course,7k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6890,The Changing Global Order,Universiteit Leiden,Course,31k,Social Sciences,politics_and_society,1-3 Months,4.7,Intermediate
6891,The Social Context of Mental Health and Illness,University of Toronto,Course,37k,Social Sciences,politics_and_society,1-3 Months,4.7,Mixed
6892,Teach English Now! Theories of Second Language Acquisition,Arizona State University,Course,63k,Social Sciences,politics_and_society,1-3 Months,4.9,Mixed
6893,Правовое регулирование отношений в Интернете. Российская перспектива,Saint Petersburg State University,Course,6.5k,Social Sciences,politics_and_society,1-3 Months,4.9,Mixed
6894,Community Organizing for Social Justice,University of Michigan,Course,11k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6895,Introduction to Environmental Law and Policy,The University of North Carolina at Chapel Hill,Course,60k,Social Sciences,politics_and_society,1-3 Months,4.9,Mixed
6896,Making Sense of the News: News Literacy Lessons for Digital Citizens,The University of Hong Kong,Course,18k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6897,Foundations of Teaching for Learning: Curriculum,Commonwealth Education Trust,Course,23k,Social Sciences,politics_and_society,1-3 Months,4.6,Mixed
6898,Local Economic Development,Erasmus University Rotterdam,Course,13k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6899,Ensino Híbrido: Personalização e Tecnologia na Educação,Fundação Lemann,Course,23k,Social Sciences,politics_and_society,1-3 Months,4.9,Beginner
6900,Финансовые рынки и институты (Financial Markets and Institutions),HSE University,Course,56k,Social Sciences,politics_and_society,1-3 Months,4.9,Mixed
6901,Teach English Now! Capstone Project 1,Arizona State University,Course,20k,Social Sciences,politics_and_society,1-3 Months,4.9,Mixed
6902,Foundations of Teaching for Learning: Being a Professional,Commonwealth Education Trust,Course,11k,Social Sciences,politics_and_society,1-3 Months,4.7,Mixed
6903,Эконометрика (Econometrics),HSE University,Course,44k,Social Sciences,politics_and_society,1-3 Months,4.9,Mixed
6904,International Law In Action: Investigating and Prosecuting International Crimes,Universiteit Leiden,Course,31k,Social Sciences,politics_and_society,1-3 Months,4.8,Mixed
6905,Introduction to Contemporary Geopolitics,HSE University,Course,16k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6906,"Agriculture, Economics and Nature",University of Western Australia,Course,34k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6907,Learning Technologies Foundations and Applications,University of Illinois at Urbana-Champaign,Course,6.9k,Social Sciences,politics_and_society,1-3 Months,4.5,Mixed
6908,Challenging Forensic Science: How Science Should Speak to Court,University of Lausanne,Course,11k,Social Sciences,politics_and_society,1-3 Months,4.9,Beginner
6909,Introduction aux Droits de l’Homme,University of Geneva,Course,58k,Social Sciences,politics_and_society,1-3 Months,4.8,Mixed
6910,Criterios para la Gestión y el Aseguramiento de la Calidad en la Educación Superior,Universidad de Chile,Course,6.3k,Social Sciences,politics_and_society,1-3 Months,4.2,Beginner
6911,American Contract Law II,Yale University,Course,10k,Social Sciences,politics_and_society,1-3 Months,4.9,Beginner
6912,Макроэкономика (Macroeconomics),HSE University,Course,31k,Social Sciences,politics_and_society,1-3 Months,4.9,Beginner
6913,Introduction to Neuroeconomics: How the Brain Makes Decisions,HSE University,Course,110k,Social Sciences,politics_and_society,1-3 Months,4.6,Beginner
6914,Unraveling the Cycling City,University of Amsterdam,Course,9.5k,Social Sciences,politics_and_society,1-3 Months,4.9,Intermediate
6915,Teaching EFL/ESL Reading: A Task Based Approach,University of London,Course,32k,Social Sciences,politics_and_society,1-3 Months,4.8,Intermediate
6916,African development – from the past to the present,Lund University,Course,1.9k,Social Sciences,politics_and_society,1-3 Months,3.6,Beginner
6917,Claves para la innovación en la docencia universitaria,Universitat de Barcelona,Course,13k,Social Sciences,politics_and_society,1-3 Months,4.8,Mixed
6918,Compassionate Leadership Through Service Learning with Jane Goodall and Roots & Shoots,University of Colorado Boulder,Course,9.6k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6919,"Faster Together, Enhancing the Recruitment of Minorities in Clinical Trials",Vanderbilt University,Course,2.3k,Social Sciences,politics_and_society,1-3 Months,4.8,Beginner
6920,Global Arctic,École Polytechnique Fédérale de Lausanne,Course,3.5k,Social Sciences,politics_and_society,1-3 Months,4.8,Intermediate
6921,International Labour Law,Saint Petersburg State University,Course,5k,Social Sciences,politics_and_society,1-3 Months,4.7,Beginner
6922,Internet Giants: The Law and Economics of Media Platforms,The University of Chicago,Course,51k,Social Sciences,politics_and_society,1-3 Months,4.8,Mixed
