index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
7604,Physique des particules - une introduction,University of Geneva,Course,7.3k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.3,Intermediate
7605,Water in the Western United States,University of Colorado Boulder,Course,2k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7606,Физика тяжелых ионов,National Research Nuclear University MEPhI,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,0,Mixed
7607,Mobilités et véhicules électriques,École des Ponts ParisTech,Course,4.1k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7608,Physics of silicon solar cells,École Polytechnique,Course,5.4k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.2,Mixed
7609,Mécanique quantique,École Polytechnique,Course,7.5k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7610,"Introduzione alla fisica sperimentale: meccanica, termodinamica",Politecnico di Milano,Course,1.8k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7611,Optique non-linéaire,École Polytechnique,Course,7.4k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7612,Nuclear Reactor Physics Basics,National Research Nuclear University MEPhI,Course,11k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.4,Intermediate
7613,¿Cómo viajamos por la ciudad? Asignación y equilibrio en redes de transporte.,Pontificia Universidad Católica de Chile,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7614,Fundamentals of waves and vibrations,École Polytechnique,Course,11k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.5,Intermediate
7615,"Física: Vectores, Trabajo y Energía",Tecnológico de Monterrey,Course,22k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.3,Mixed
7616,Climate Adaptation in Africa,University of Cape Town,Course,4.5k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7617,Electrónica en cápsulas,Pontificia Universidad Católica de Chile,Specialization,5.5k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7618,普通物理學-電磁學、光學及近代物理 (General Physics (1)),National Taiwan University,Course,7.4k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Mixed
7619,機器人學一 (Robotics (1)),National Taiwan University,Course,8.3k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7620,GIS Data Acquisition and Map Design,University of Toronto,Course,19k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Beginner
7621,"Solar Energy Codes, Permitting and Zoning",University at Buffalo,Course,4.1k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7622,Строим роботов и другие устройства на Arduino. От светофора до 3D-принтера,Moscow Institute of Physics and Technology,Course,32k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Mixed
7623,Драгоценные камни: диагностика и экспертиза,Novosibirsk State University,Course,5.8k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Beginner
7624,Autodesk Fusion 360 Integrated CAD/CAM/CAE,Autodesk,Course,31k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7625,Sports and Building Aerodynamics,Eindhoven University of Technology,Course,12k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7626,"Nanotechnology and Nanosensors, Part 2",Technion - Israel Institute of Technology,Course,17k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7627,Introduction to Household Water Treatment and Safe Storage,École Polytechnique Fédérale de Lausanne,Course,20k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7628,Linear Circuits 2: AC Analysis,Georgia Institute of Technology,Course,23k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7629,Methods of Surface Analysis,National Research Nuclear University MEPhI,Course,4.6k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7630,Wireless Communications for Everybody,Yonsei University,Course,45k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7631,有机化学,Xi'an Jiaotong University,Course,13k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.4,Mixed
7632,Mechanics of Materials III: Beam Bending,Georgia Institute of Technology,Course,30k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7633,"Промышленность, инженерное образование и наука: история и перспективы",Moscow Institute of Physics and Technology,Course,1.7k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Intermediate
7634,Física: Dimensión y Movimiento,Tecnológico de Monterrey,Course,13k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Mixed
7635,География. Земля изнутри и снаружи,Novosibirsk State University,Course,3.5k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Beginner
7636,Digitalisation in Aeronautics,Technische Universität München (TUM),Course,3.4k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7637,"GIS, Mapping, and Spatial Analysis Capstone",University of Toronto,Course,11k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Beginner
7638,Spacecraft Dynamics Capstone: Mars Mission,University of Colorado Boulder,Course,3.8k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Advanced
7639,Battery Pack Balancing and Power Estimation,University of Colorado Boulder,Course,7.3k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Intermediate
7640,Battery State-of-Health (SOH) Estimation,University of Colorado Boulder,Course,6.7k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7641,Digital Thread: Implementation,University at Buffalo,Course,9.1k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7642,Electrodynamics: An Introduction,Korea Advanced Institute of Science and Technology(KAIST),Course,16k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7643,"Major Engineering Projects: Governance, Risk and Scope",University of Leeds,Course,5.7k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7644,Electrodynamics: Electric and Magnetic Fields,Korea Advanced Institute of Science and Technology(KAIST),Course,9.8k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Advanced
7645,Electrodynamics: Analysis of Electric Fields,Korea Advanced Institute of Science and Technology(KAIST),Course,6.8k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Advanced
7646,工程圖學 2D CAD,National Taiwan University,Course,13k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Mixed
7647,Programming for the Internet of Things Project,"University of California, Irvine",Course,21k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7648,Robotics: Capstone,University of Pennsylvania,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Mixed
7649,工程資訊管理 BIM 基礎,National Taiwan University,Course,3.9k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7650,CAD/BIM技術與應用專項課程（CAD/BIM Specialization),National Taiwan University,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,0,Mixed
7651,工程資訊管理 BIM 應用,National Taiwan University,Course,2.2k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Mixed
7652,工程資訊管理 BIM 塑模,National Taiwan University,Course,3.2k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7653,工程圖學 3D CAD 專題,National Taiwan University,Course,3.2k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Mixed
7654,One-way Quantum Computation,Saint Petersburg State University,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,0,Intermediate
7655,"Pressure, Force, Motion, and Humidity Sensors",University of Colorado Boulder,Course,12k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7656,Applications in Engineering Mechanics,Georgia Institute of Technology,Course,58k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Mixed
7657,大学化学,Peking University,Course,8.3k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Mixed
7658,Strategies for winning. Meteorology in a round the world regatta,Universitat de Barcelona,Course,4k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.5,Mixed
7659,"Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets",UNSW Sydney (The University of New South Wales),Course,49k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7660,Chemistry,University of Kentucky,Course,130k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7661,General Chemistry: Concept Development and Application,Rice University,Course,69k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Mixed
7662,Advanced Chemistry,University of Kentucky,Course,75k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7663,Неорганическая химия,Novosibirsk State University,Course,11k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7664,Renewable Energy: Fundamentals and Job Opportunities,University at Buffalo,Course,5.4k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Beginner
7665,"Our Earth: Its Climate, History, and Processes",University of Manchester,Course,16k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7666,Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,Georgia Institute of Technology,Course,31k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Mixed
7667,Mastering Statics,The Hong Kong University of Science and Technology,Course,8.7k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7668,L'art des structures 1 : Câbles et arcs,École Polytechnique Fédérale de Lausanne,Course,7.6k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Beginner
7669,Comprendre les Microcontroleurs,École Polytechnique Fédérale de Lausanne,Course,10k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7670,Conceptos y Herramientas para la Física Universitaria,Tecnológico de Monterrey,Course,37k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Mixed
7671,Физическая химия,Novosibirsk State University,Course,6.5k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.5,Intermediate
7672,MOS Transistors,Columbia University,Course,37k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Mixed
7673,Страноведение и география городов,HSE University,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,0,Intermediate
7674,Sensor Manufacturing and Process Control,University of Colorado Boulder,Course,11k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Intermediate
