index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
7897,Generative Design for Performance and Weight Reduction,Autodesk,Course,4.6k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.8,Intermediate
7898,"Modern Robotics, Course 4: Robot Motion Planning and Control",Northwestern University,Course,8.1k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.9,Intermediate
7899,Interfacing with the Raspberry Pi,"University of California, Irvine",Course,72k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Mixed
7900,Modeling and Control of Single-Phase Rectifiers and Inverters,University of Colorado Boulder,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.9,Intermediate
7901,Converter Control,University of Colorado Boulder,Course,22k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.8,Mixed
7902,Digital Signal Processing 3: Analog vs Digital,École Polytechnique Fédérale de Lausanne,Course,7.6k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.8,Intermediate
7903,Safety in the Utility Industry,University at Buffalo,Course,25k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Beginner
7904,Cómo entrenar a tus electrones 1: Fundamentos de la electrónica analógica,Pontificia Universidad Católica de Chile,Course,4.9k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Intermediate
7905,Theory of Angular Momentum,University of Colorado Boulder,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Intermediate
7906,Physics 102 - Electric Potential and DC Circuits,Rice University,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Intermediate
7907,Physics 102 - Magnetic Fields and Faraday's Law,Rice University,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Intermediate
7908,Physics 102 - AC Circuits and Maxwell's Equations,Rice University,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Intermediate
7909,"Human Health Risks, Health Equity, and Environmental Justice",University of Michigan,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Mixed
7910,Multi-Axis CNC Toolpaths,Autodesk,Course,5k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.9,Advanced
7911,Creating Toolpaths for a CNC Lathe,Autodesk,Course,5.3k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.8,Advanced
7912,Generative Design for Part Consolidation,Autodesk,Course,3.9k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.9,Advanced
7913,"Modern Robotics, Course 3: Robot Dynamics",Northwestern University,Course,8k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Intermediate
7914,"Modern Robotics, Course 5: Robot Manipulation and Wheeled Mobile Robots",Northwestern University,Course,6k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Intermediate
7915,"Modern Robotics, Course 6: Capstone Project, Mobile Manipulation",Northwestern University,Course,4.9k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.9,Intermediate
7916,Intelligent Machining,University at Buffalo,Course,22k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.6,Beginner
7917,Cyber Security in Manufacturing,University at Buffalo,Course,13k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Beginner
7918,Advanced Manufacturing Process Analysis,University at Buffalo,Course,19k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.6,Beginner
7919,FPGA Softcore Processors and IP Acquisition,University of Colorado Boulder,Course,4k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.1,Intermediate
7920,Digital Signal Processing 4: Applications,École Polytechnique Fédérale de Lausanne,Course,6.9k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Intermediate
7921,Introduction to Indoor Air Quality,The Hong Kong University of Science and Technology,Course,9.1k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Beginner
7922,"Introduzione alla fisica sperimentale: elettromagnetismo, ottica, fisica moderna",Politecnico di Milano,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.8,Mixed
7923,Advanced Manufacturing Enterprise,University at Buffalo,Course,13k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.6,Beginner
7924,Flight mechanics - The basis,ISAE-SUPAERO,Course,3.9k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.5,Beginner
7925,Diode - pn Junction and Metal Semiconductor Contact,University of Colorado Boulder,Course,8.7k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.5,Advanced
7926,¡¿Cómo?! ¿Química en mi casa?,Universidad Nacional Autónoma de México,Course,75k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.8,Mixed
7927,What is Climate Change?,University of Colorado Boulder,Course,1.9k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.9,Beginner
7928,Transistor - Field Effect Transistor and Bipolar Junction Transistor,University of Colorado Boulder,Course,9.1k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,3.9,Advanced
7929,How Do We Manage Climate Change?,University of Colorado Boulder,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,5,Beginner
7930,Planning with Climate Change in Mind,University of Colorado Boulder,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.8,Beginner
7931,Control automático: La tecnología invisible,Universidad Nacional Autónoma de México,Course,17k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Beginner
7932,Understanding Modern Physics III: Simplicity and Complexity,The Hong Kong University of Science and Technology,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Beginner
7933,Ingeniería de Tráfico,Pontificia Universidad Católica de Chile,Course,8.1k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Beginner
7934,Quantum Mechanics,University of Colorado Boulder,Course,17k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.5,Advanced
7935,The Dynamic Earth: A Course for Educators,American Museum of Natural History,Course,15k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Mixed
7936,Technology of modern composite materials with carbon fillers,Peter the Great St. Petersburg Polytechnic University,Course,1.7k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.2,Intermediate
7937,Input Filter Design,University of Colorado Boulder,Course,2.9k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.9,Intermediate
7938,Confronting The Big Questions: Highlights of Modern Astronomy,University of Rochester,Course,20k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.6,Mixed
7939,La Química de las Reacciones,Universidad Autónoma Metropolitana,Course,1.9k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,3.9,Beginner
7940,Real-Time Embedded Systems Theory and Analysis,University of Colorado Boulder,Course,3.1k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Advanced
7941,Current-Mode Control,University of Colorado Boulder,Course,1.9k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.9,Intermediate
7942,Введение в системное проектирование,Moscow Institute of Physics and Technology,Course,5.2k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.3,Beginner
7943,Thermodynamique : fondements,École Polytechnique Fédérale de Lausanne,Course,9.6k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.6,Mixed
7944,Cómo entrenar a tus electrones 2: Diodos y Transistores,Pontificia Universidad Católica de Chile,Course,1.9k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.9,Intermediate
7945,Real-Time Mission-Critical Systems Design,University of Colorado Boulder,Course,1.6k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.8,Intermediate
7946,Аддитивные технологии (3D-печать). Вводный курс,Peter the Great St. Petersburg Polytechnic University,Course,2.8k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.8,Beginner
7947,Cómo entrenar a tus electrones 3: Aplicaciones interesantes,Pontificia Universidad Católica de Chile,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.8,Beginner
7948,Energy Harvesting,Sungkyunkwan University,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Beginner
7949,Techniques of Design-Oriented Analysis,University of Colorado Boulder,Course,1.7k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.9,Intermediate
7950,Internet of Things: Multimedia Technologies,University of California San Diego,Course,22k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.6,Mixed
7951,Ideal Gases,University of Colorado Boulder,Course,4.8k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.5,Advanced
7952,История изобретений и открытий — Вторая история человечества,National Research Nuclear University MEPhI,Course,8k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.9,Beginner
7953,Non-Equilibrium Applications of Statistical Thermodynamics,University of Colorado Boulder,Course,3.9k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.4,Advanced
7954,"Изобретения, изменившие мир",National Research Nuclear University MEPhI,Course,2k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.9,Mixed
7955,Controle a Tempo Discreto,Instituto Tecnológico de Aeronáutica,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Intermediate
7956,Energy Justice: Fostering More Equitable Energy Futures,Dartmouth College,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Beginner
7957,Vers l'infiniment grand - Voyages de l'infiniment grand à l'infiniment petit,École Polytechnique,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.8,Beginner
7958,Инженерия знаний: вводный инженерно-лингвистический курс,Peter the Great St. Petersburg Polytechnic University,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Beginner
7959,Internet of Things V2: Setting up and Using Cloud Services,University of California San Diego,Course,9.4k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Mixed
7960,"Dense Gases, Liquids and Solids",University of Colorado Boulder,Course,4.4k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.5,Advanced
7961,Vers l'infiniment petit - Voyages de l'infiniment grand à l'infiniment petit,École Polytechnique,Course,2.2k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.8,Beginner
7962,Vers l'infiniment grand,École Polytechnique,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Beginner
7963,D'un infini à l'autre - Voyages de l'infiniment grand à l'infiniment petit,École Polytechnique,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Beginner
7964,Approximation Methods,University of Colorado Boulder,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Intermediate
7965,Internet of Things Capstone V2: Build a Mobile Surveillance System,University of California San Diego,Course,6.7k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Mixed
7966,Les deux infinis et nous - Voyages de l'infiniment grand à l'infiniment petit,École Polytechnique,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.7,Beginner
7967,Self-Driving Cars Teach-Out,University of Michigan,Course,2.2k,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.9,Beginner
7968,Введение в механику деформируемого твёрдого тела (Introduction to the mechanics of deformable solids),Saint Petersburg State University,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.9,Advanced
7969,Sustainable Food Teach-Out,University of Michigan,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.5,Mixed
7970,Vers l'infiniment petit,École Polytechnique,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Beginner
7971,Ядерные данные. Система иллюстрации ядерных данных JANIS,National Research Nuclear University MEPhI,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Beginner
7972,Les deux infinis et nous,École Polytechnique,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Beginner
7973,D'un infini à l'autre,École Polytechnique,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,0,Beginner
7974,Internet of Things Capstone: Build a Mobile Surveillance System,University of California San Diego,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,3.7,Mixed
7975,Systems Biology and Biotechnology Capstone,Icahn School of Medicine at Mount Sinai,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-4 Weeks,4.5,Mixed
7976,Introducing Cellular Automata,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,4.8,Beginner
7977,Introduction to Agent-based Modeling with NetLogo,Coursera Project Network,Guided Project,2.2k,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,4.7,Beginner
7978,Product Development using AutoCAD,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,4.6,Beginner
7979,SimScale for Engineering Simulations - FEA for Beginners,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,4.7,Beginner
7980,Finite Element Analysis Convergence and Mesh Independence,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Beginner
7981,Explore Einstein's theories of Relativity using Wolfram,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Advanced
7982,CFD Simulation Through a Centrifugal Pump,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Beginner
7983,"FEM - Linear, Nonlinear Analysis & Post-Processing",Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Intermediate
7984,Exploring fluid mechanics using Wolfram notebook,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Intermediate
7985,Modelo de Disseminação de Vírus com NetLogo,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Beginner
7986,Computational Fluid Mechanics - Airflow Around a Spoiler,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Beginner
7987,Exploring concepts of Optics using Wolfram notebook,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Intermediate
7988,Building an Ecosystem model with Insight Maker,Coursera Project Network,Guided Project,2.6k,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,4.8,Beginner
7989,Mycelium Growth with NetLogo Web,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,4.3,Intermediate
7990,(Non) Status quo Attitudes with NetLogo,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Intermediate
7991,Storytelling with Kumu,Coursera Project Network,Guided Project,2.1k,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,4.6,Intermediate
7992,NetLogo's BehaviorSpace + RAWGraphs,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Intermediate
7993,Modelo de Ecossistema com Insight Maker,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Beginner
7994,Manipulating basic laws of mechanics using wolfram notebook,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Intermediate
7995,Modelando atitudes humanas com NetLogo,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Intermediate
7996,Human Predicament Complex Modeling,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,4.6,Beginner
7997,Manipulate Coulomb's Law Concepts using Wolfram notebook,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,4.9,Intermediate
7998,Crash couse in Gnuplot,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Intermediate
7999,Analyzing Thermodynamics Processes using Wolfram notebook,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Advanced
8000,Introdução ao Inkscape,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Beginner
8001,Análises de Rede com Kumu,Coursera Project Network,Guided Project,0,Physical Science and Engineering,science_engineering_and_maths,Less Than 2 Hours,0,Intermediate
8002,Algorithms for Battery Management Systems,University of Colorado Boulder,Specialization,37k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.7,Intermediate
8003,FPGA Design for Embedded Systems,University of Colorado Boulder,Specialization,70k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.5,Intermediate
8004,Autodesk CAD/CAM/CAE for Mechanical Engineering,Autodesk,Specialization,65k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.8,Intermediate
8005,Robotics,University of Pennsylvania,Specialization,140k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.4,Beginner
8006,Power Electronics,University of Colorado Boulder,Specialization,100k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.7,Intermediate
8007,An Introduction to Programming the Internet of Things (IOT),"University of California, Irvine",Specialization,430k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.7,Beginner
8008,Quantum Computing: from Basics to the Cutting Edge,Saint Petersburg State University,Specialization,41k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.3,Intermediate
8009,Optical Engineering,University of Colorado Boulder,Specialization,15k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.4,Advanced
8010,Digital Signal Processing,École Polytechnique Fédérale de Lausanne,Specialization,32k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.5,Intermediate
8011,Digital Manufacturing & Design Technology,University at Buffalo,Specialization,86k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.6,Beginner
8012,Spacecraft Dynamics and Control,University of Colorado Boulder,Specialization,25k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.8,Advanced
8013,CAD and Digital Manufacturing,Autodesk,Specialization,83k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.7,Intermediate
8014,"Energy Production, Distribution & Safety",University at Buffalo,Specialization,100k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.7,Beginner
8015,"Modern Robotics: Mechanics, Planning, and Control",Northwestern University,Specialization,42k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.7,Intermediate
8016,Real-Time Embedded Systems,University of Colorado Boulder,Specialization,8.8k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,3.8,Intermediate
8017,Embedding Sensors and Motors,University of Colorado Boulder,Specialization,58k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.6,Intermediate
8018,"Solar Energy for Engineers, Architects and Code Inspectors",University at Buffalo,Specialization,18k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.7,Beginner
8019,Autodesk CAD/CAM for Manufacturing,Autodesk,Specialization,28k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.8,Intermediate
8020,Plant Bioinformatic Methods,University of Toronto,Specialization,100k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.7,Beginner
8021,Electric Vehicles and Mobility,École des Ponts ParisTech,Course,32k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.5,Beginner
8022,Digitalisation in Aeronautics and Space,Technische Universität München (TUM),Specialization,7.1k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.6,Intermediate
8023,Active Optical Devices,University of Colorado Boulder,Specialization,11k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.1,Advanced
8024,Introduction to Electricity and Magnetism,Rice University,Specialization,0,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.6,Intermediate
8025,Autodesk Generative Design for Manufacturing,Autodesk,Specialization,15k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.8,Advanced
8026,Managing Major Engineering Projects,University of Leeds,Specialization,20k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.7,Intermediate
8027,"Remote Sensing Image Acquisition, Analysis and Applications",UNSW Sydney (The University of New South Wales),Course,5.3k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.5,Intermediate
8028,CAD/BIM技術與應用,National Taiwan University,Specialization,25k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.8,Beginner
8029,Electrodynamics,Korea Advanced Institute of Science and Technology(KAIST),Specialization,25k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.7,Intermediate
8030,Modeling and Control of Power Electronics,University of Colorado Boulder,Specialization,6.9k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.7,Intermediate
8031,The Finite Element Method for Problems in Physics,University of Michigan,Course,52k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.6,Intermediate
8032,Цифровые города будущего,Moscow Institute of Physics and Technology,Specialization,0,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.5,Beginner
8033,Statistical Thermodynamics,University of Colorado Boulder,Specialization,27k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.5,Advanced
8034,Правовые основы и базы данных в ядерной отрасли,National Research Nuclear University MEPhI,Specialization,0,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.6,Beginner
8035,Computer Architecture,Princeton University,Course,180k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.8,Advanced
8036,The Age of Sustainable Development,Columbia University,Course,110k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.8,Mixed
8037,Fundamentals of Materials Science,Shanghai Jiao Tong University,Course,2.4k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.6,Intermediate
8038,Imagining Other Earths,Princeton University,Course,46k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.7,Mixed
8039,"L'Art des Structures 2 : treillis, poutres, dalles et cadres",École Polytechnique Fédérale de Lausanne,Course,5.1k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.7,Intermediate
8040,Rigid Body Dynamics,Korea Advanced Institute of Science and Technology(KAIST),Course,2.5k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.6,Intermediate
8041,工程圖學 2D CAD 專題,National Taiwan University,Course,5.3k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.9,Mixed
8042,Particle Dynamics,Korea Advanced Institute of Science and Technology(KAIST),Course,2.2k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.6,Intermediate
8043,Введение в лазерные технологии,National Research Nuclear University MEPhI,Course,1.7k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.8,Intermediate
8044,Internet of Things and AI Cloud,University of California San Diego,Specialization,94k,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.2,Intermediate
8045,"Arctic Climate, Environ. & Geographies of a Changing North",University of Colorado Boulder,Specialization,0,Physical Science and Engineering,science_engineering_and_maths,3+ Months,4.7,Beginner
8046,Voyages de l'infiniment grand à l'infiniment petit,École Polytechnique,Specialization,0,Physical Science and Engineering,science_engineering_and_maths,3+ Months,0,Beginner
8047,Indigenous Canada,University of Alberta,Course,430k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Mixed
8048,Modern Art & Ideas,The Museum of Modern Art,Course,400k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Beginner
8049,Fundamentals of Graphic Design,California Institute of the Arts,Course,550k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Beginner
8050,Greek and Roman Mythology,University of Pennsylvania,Course,190k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Mixed
8051,Big History: Connecting Knowledge,Macquarie University,Course,88k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Mixed
8052,Fundamentals of Music Theory,The University of Edinburgh,Course,270k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.5,Beginner
8053,Visual Elements of User Interface Design,California Institute of the Arts,Course,150k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.7,Beginner
8054,The Art of Music Production,Berklee College of Music,Course,81k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Intermediate
8055,In the Studio: Postwar Abstract Painting,The Museum of Modern Art,Course,110k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.9,Beginner
8056,"The Modern World, Part Two: Global History since 1910",University of Virginia,Course,64k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Beginner
8057,Seeing Through Photographs,The Museum of Modern Art,Course,380k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Beginner
8058,Curanderismo: Traditional Healing Using Plants,University of New Mexico,Course,17k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.6,Beginner
8059,"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,Course,170k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Beginner
8060,The Technology of Music Production,Berklee College of Music,Course,50k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Beginner
8061,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),Course,80k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.7,Mixed
8062,Introduction to Classical Music,Yale University,Course,210k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.9,Mixed
8063,Guitar for Beginners,Berklee College of Music,Course,270k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Mixed
8064,Fashion as Design,The Museum of Modern Art,Course,240k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Beginner
8065,Egiptología (Egyptology),Universitat Autònoma de Barcelona,Course,65k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.9,Beginner
8066,"Le Bien, le Juste, l'Utile. Introduction aux éthiques philosophiques",University of Geneva,Course,25k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Mixed
8067,Sharpened Visions: A Poetry Workshop,California Institute of the Arts,Course,97k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Beginner
8068,Songwriting: Writing the Lyrics,Berklee College of Music,Course,100k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Beginner
8069,Introduction to Ancient Egypt and Its Civilization,University of Pennsylvania,Course,100k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.6,Intermediate
8070,English Composition I,Duke University,Course,330k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.6,Beginner
8071,Know Thyself - The Value and Limits of Self-Knowledge: The Unconscious,The University of Edinburgh,Course,46k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.7,Intermediate
8072,Script Writing: Write a Pilot Episode for a TV or Web Series (Project-Centered Course),Michigan State University,Course,84k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.5,Mixed
8073,"Philosophy, Science and Religion: Science and Philosophy",The University of Edinburgh,Course,41k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.5,Beginner
8074,The Modern and the Postmodern (Part 1),Wesleyan University,Course,100k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.8,Mixed
8075,What Is Contemporary Art?,The Museum of Modern Art,Course,140k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.7,Beginner
8076,Cultural Competence - Aboriginal Sydney,The University of Sydney,Course,10k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.7,Beginner
8077,Magic in the Middle Ages,Universitat de Barcelona,Course,110k,Arts and Humanities,creative_arts_and_media,1-3 Months,4.6,Beginner
