index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
2064,Entdecke verschiedene Arten von Facebook Ads,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2065,Benutze Facebook für Marketing von Kleinunternehmen,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2066,Crear un Informe Financiero con Microsoft Excel,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2067,Créer un profil d'entreprise sur Twitter,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2068,معرفة أنواع الإعلانات على فايسبوك واختيار الأفضل لك,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2069,Erstelle Diagramme in Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2070,Erste Schritte in Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2071,Comment créer du contenu sur Pinterest,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2072,Erste Schritte in Facebook Ads Manager,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2073,Audience Demographics with Facebook Audience Insights,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2074,Créer une enquête de satisfaction clients,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2075,Optimiere dein Instagram Business Profil,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2076,Разбираем отчет 10-K,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2077,كيفية إضافة نماذج تنظيمية في تطبيق تريلو,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2078,Créer des Publicités sur Instagram,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2079,Démarrer avec Facebook Business Manager,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2080,Descubre diferentes formatos de anuncios en Facebook,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2081,Entiende tu grupo objetivo en Facebook Audience Insights,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2082,Créer des cartes sur Trello,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2083,Create Swag Bag Inserts to Market your Business using Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,5,Advanced
2084,Expenses in ProfitBooks,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2085,Digital Business Marketing with Easil,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2086,Create a Customer Satisfaction Survey with Typeform,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2087,Diseña Productos Digitales con Visme,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2088,Anuncie su evento para recaudar fondos con Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2089,Create a Business Model Canvas in Miro,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2090,Get Started with Facebook Business Manager,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2091,Program Risk Planning with ClickUp,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2092,How to setup a followers campaign on Twitter,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2093,How to leverage tweet ideas on Twitter,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2094,How to Use The IFE-EFE Matrix for Strategic Analysis,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2095,MailChimp pour les débutants,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2096,Introduction to Easil for Social Media,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2097,Crea Gráficos para las Redes Sociales con Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2098,Engagement Mapping to Enhance the User Experience in Miro,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2099,How to Import Contacts to Mailchimp,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2100,Inicia con Facebook Pixel bajo instalación manual,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2101,Desarrollo de un sitio web para empresa con Wix,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2102,Edita fotos para redes sociales con PicsArt,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2103,Analyze User Research Data with Microsoft Forms,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2104,Crea folletos con Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2105,Crear un Curriculum o Curriculum Vitae con LibreOffice,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2106,Crea un Storyboard en Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2107,الإعلان عن مقاطع فيديو اليوتيوب مع زابير,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2108,How to create a Newsletter on Twitter using Revue,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2109,Configura Tiendas en Facebook Shops con Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2110,Crea una página de un vistazo para su empresa con Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2111,Comment importer vos contacts sur MailChimp,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2112,Crea Diagramas de Negocio con Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2113,Crea tu primer embudo de conversión y CRM con HubSpot,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2114,How to do a live broadcast on Facebook,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2115,Как создать контент в Pinterest,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2116,Introducción a Easil para Redes Sociales,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2117,Crea equipos y trabaja en grupos con Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2118,Знакомимся с основами MailChimp,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2119,Как импортировать контакты в MailChimp,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2120,Как создавать команды и присоединяться к ним с помощью Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2121,Знакомимся с основами HubSpot,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2122,Gestalte deinen Shop in Facebook Shops mit Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2123,Create official appointments using Calendly,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2124,Знакомимся с основами Pinterest Shopping,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2125,Используем новые идеи твитов в Twitter,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2126,Comment créer des stories Facebook et Instagram avec Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2127,Как использовать дизайны Canva в Mailchimp,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2128,Pinterest pour les débutants,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2129,Créer un Storyboard avec Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2130,Introducción a Hootsuite,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2131,Работаем с системой запросов в HubSpot,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2132,Создаем контентный календарь для твитов,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2133,Как увеличивать число подписчиков через твиты,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2134,Get Started with Facebook Messenger for a Business,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2135,Erstelle eine Facebook Gruppe,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2136,Gestalte Grafiken für soziale Medien mit Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2137,Erstelle ein Mockup in Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2138,Teambuilding in Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2139,Finde Zielgruppen-Interessen mit Facebook Audience Insights,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2140,Как спланировать календарь контента используя Trello,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2141,Erstelle ein Storyboard in Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2142,Hootsuite Creación y Manejo de Contenidos,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2143,Créer des visuels pour une boutique Facebook avec Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2144,Programmer des posts pour les réseaux sociaux avec Hootsuite,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2145,Hootsuite pour les débutants,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2146,Как таргетировать группу пользователей в Twitter?,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2147,Ищем популярные ключевые слова и хэштеги в Twitter,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2148,Начинаем работать с Hootsuite,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2149,Comment créer et rejoindre des équipes sur Canva,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2150,Как пользоваться Twitter Ad Manager и смотреть результаты,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2151,Comienza con Facebook Messenger for Business,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2152,Verstehe den durchschnittlichen Facebook Nutzer,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2153,Accroître l’engagement de votre profil d’entreprise sur IG,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2154,Interessen des durchschnittlichen Facebook Nutzers,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2155,Crea una pagina de negocio en Facebook,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2156,Les Statistiques d'Audience Facebook,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2157,Einführung in Facebook Audience Insights,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2158,Steigere den Zugriff auf dein Instagram Business Profil,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2159,How to Integrate Apps into Hootsuite Dashboard,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2160,Zielsetzung für eine Facebook Werbekampagne,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2161,Comment avoir plus d'abonné sur Twitter en twettant,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2162,Erstelle einen Instagram Business Account,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2163,Как создать рекламную кампанию в Twitter,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2164,Créer des groupes sur Facebook,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
2165,Verbesserung und Bearbeitung von Facebook Werbeanzeigen,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
2166,Google Project Management:,Google,Professional Certificate,380k,Business,business_and_management,3+ Months,4.8,Beginner
2167,Facebook Social Media Marketing,Facebook,Professional Certificate,180k,Business,business_and_management,3+ Months,4.8,Beginner
2168,Business Foundations,University of Pennsylvania,Specialization,650k,Business,business_and_management,3+ Months,4.7,Beginner
2169,Finance & Quantitative Modeling for Analysts,University of Pennsylvania,Specialization,340k,Business,business_and_management,3+ Months,4.5,Beginner
2170,Fintech: Foundations & Applications of Financial Technology,University of Pennsylvania,Specialization,60k,Business,business_and_management,3+ Months,4.6,Beginner
2171,Introduction to Finance and Accounting,University of Pennsylvania,Specialization,400k,Business,business_and_management,3+ Months,4.7,Beginner
2172,Business and Financial Modeling,University of Pennsylvania,Specialization,220k,Business,business_and_management,3+ Months,4.5,Beginner
2173,Leading the Modern Day Business,University of Virginia,Specialization,580k,Business,business_and_management,3+ Months,4.7,Beginner
2174,Excel Skills for Business,Macquarie University,Specialization,730k,Business,business_and_management,3+ Months,4.9,Beginner
2175,Digital Marketing,University of Illinois at Urbana-Champaign,Specialization,640k,Business,business_and_management,3+ Months,4.7,Beginner
2176,Intuit Bookkeeping,Intuit,Professional Certificate,20k,Business,business_and_management,3+ Months,4.4,Beginner
2177,Foundations of Positive Psychology,University of Pennsylvania,Specialization,130k,Business,business_and_management,3+ Months,4.8,Beginner
2178,Decentralized Finance (DeFi): The Future of Finance,Duke University,Specialization,5k,Business,business_and_management,3+ Months,4.9,Intermediate
2179,Supply Chain Management,Rutgers the State University of New Jersey,Specialization,200k,Business,business_and_management,3+ Months,4.7,Beginner
2180,Facebook Marketing Analytics,Facebook,Professional Certificate,4.9k,Business,business_and_management,3+ Months,4.7,Beginner
2181,Entrepreneurship,University of Pennsylvania,Specialization,140k,Business,business_and_management,3+ Months,4.8,Beginner
2182,Data Analysis and Presentation Skills: the PwC Approach,PwC,Specialization,280k,Business,business_and_management,3+ Months,4.6,Beginner
2183,Business Strategy,University of Virginia,Specialization,140k,Business,business_and_management,3+ Months,4.7,Beginner
2184,Construction Management,Columbia University,Specialization,100k,Business,business_and_management,3+ Months,4.7,Beginner
2185,Career Success,"University of California, Irvine",Specialization,1.1m,Business,business_and_management,3+ Months,4.5,Beginner
2186,Human Resource Management: HR for People Managers,University of Minnesota,Specialization,210k,Business,business_and_management,3+ Months,4.8,Beginner
2187,Search Engine Optimization (SEO),"University of California, Davis",Specialization,260k,Business,business_and_management,3+ Months,4.6,Beginner
2188,Regulatory Compliance,University of Pennsylvania,Specialization,31k,Business,business_and_management,3+ Months,4.8,Intermediate
2189,UCI Project Management,"University of California, Irvine",Professional Certificate,1.5k,Business,business_and_management,3+ Months,4.7,Beginner
2190,Financial Technology (Fintech) Innovations,University of Michigan,Specialization,47k,Business,business_and_management,3+ Months,4.7,Beginner
2191,Project Management & Other Tools for Career Development,"University of California, Irvine",Specialization,690k,Business,business_and_management,3+ Months,4.6,Beginner
2192,Financial Engineering and Risk Management,Columbia University,Specialization,5k,Business,business_and_management,3+ Months,4.4,Intermediate
2193,Project Management Principles and Practices,"University of California, Irvine",Specialization,440k,Business,business_and_management,3+ Months,4.7,Beginner
2194,Foundations of Management,IESE Business School,Specialization,150k,Business,business_and_management,3+ Months,4.8,Beginner
2195,Six Sigma Yellow Belt,University System of Georgia,Specialization,110k,Business,business_and_management,3+ Months,4.7,Beginner
2196,Global Procurement and Sourcing,Rutgers the State University of New Jersey,Specialization,24k,Business,business_and_management,3+ Months,4.7,Beginner
2197,Strategic Leadership and Management,University of Illinois at Urbana-Champaign,Specialization,210k,Business,business_and_management,3+ Months,4.8,Beginner
2198,Excel to MySQL: Analytic Techniques for Business,Duke University,Specialization,650k,Business,business_and_management,3+ Months,4.6,Beginner
2199,Think like a CFO,IESE Business School,Specialization,170k,Business,business_and_management,3+ Months,4.8,Beginner
2200,Leading People and Teams,University of Michigan,Specialization,340k,Business,business_and_management,3+ Months,4.7,Beginner
2201,Entrepreneurship: Growing Your Business,University of Virginia,Specialization,240k,Business,business_and_management,3+ Months,4.7,Beginner
2202,"Influencing: Storytelling, Change Management and Governance",Macquarie University,Specialization,73k,Business,business_and_management,3+ Months,4.8,Beginner
2203,Excel Skills for Data Analytics and Visualization,Macquarie University,Specialization,79k,Business,business_and_management,3+ Months,4.8,Intermediate
2204,U.S. Federal Taxation,University of Illinois at Urbana-Champaign,Specialization,25k,Business,business_and_management,3+ Months,4.8,Intermediate
2205,Salesforce Sales Operations,Salesforce,Professional Certificate,8.5k,Business,business_and_management,3+ Months,4.6,Beginner
2206,Futures Thinking,Institute for the Future,Specialization,38k,Business,business_and_management,3+ Months,4.8,Beginner
2207,Investment Management with Python and Machine Learning,EDHEC Business School,Specialization,48k,Business,business_and_management,3+ Months,4.6,Beginner
2208,Innovation: From Creativity to Entrepreneurship,University of Illinois at Urbana-Champaign,Specialization,88k,Business,business_and_management,3+ Months,4.8,Beginner
2209,Intellectual Property Law,University of Pennsylvania,Specialization,22k,Business,business_and_management,3+ Months,4.8,Intermediate
2210,Inspired Leadership,Case Western Reserve University,Specialization,150k,Business,business_and_management,3+ Months,4.7,Intermediate
2211,Branding: The Creative Journey,IE Business School,Specialization,68k,Business,business_and_management,3+ Months,4.6,Beginner
2212,Six Sigma Green Belt,University System of Georgia,Specialization,55k,Business,business_and_management,3+ Months,4.7,Intermediate
2213,The Art of Sales: Mastering the Selling Process,Northwestern University,Specialization,50k,Business,business_and_management,3+ Months,4.7,Beginner
2214,Pricing Strategy Optimization,University of Virginia,Specialization,31k,Business,business_and_management,3+ Months,4.8,Beginner
2215,Market Research,"University of California, Davis",Specialization,60k,Business,business_and_management,3+ Months,4.6,Beginner
2216,Supply Chain Analytics,Rutgers the State University of New Jersey,Specialization,48k,Business,business_and_management,3+ Months,4.6,Beginner
2217,Salesforce Sales Development Representative,Salesforce,Professional Certificate,17k,Business,business_and_management,3+ Months,4.5,Beginner
2218,Inspirational Leadership: Leading with Sense,HEC Paris,Specialization,100k,Business,business_and_management,3+ Months,4.6,Beginner
2219,"Presentation Skills: Speechwriting, Slides and Delivery",National Research Tomsk State University,Specialization,130k,Business,business_and_management,3+ Months,4.6,Beginner
2220,Social Media Marketing,Northwestern University,Specialization,190k,Business,business_and_management,3+ Months,4.6,Beginner
2221,"Effective Communication: Writing, Design, and Presentation",University of Colorado Boulder,Specialization,250k,Business,business_and_management,3+ Months,4.8,Beginner
2222,Investment Management,University of Geneva,Specialization,170k,Business,business_and_management,3+ Months,4.7,Beginner
2223,Financial Management,University of Illinois at Urbana-Champaign,Specialization,150k,Business,business_and_management,3+ Months,4.7,Intermediate
2224,Digital Transformation in Financial Services,Copenhagen Business School,Specialization,45k,Business,business_and_management,3+ Months,4.4,Beginner
2225,Financial Reporting,University of Illinois at Urbana-Champaign,Specialization,30k,Business,business_and_management,3+ Months,4.8,Intermediate
2226,AI For Business,University of Pennsylvania,Specialization,0,Business,business_and_management,3+ Months,4.4,Beginner
2227,Music Business,Berklee College of Music,Specialization,71k,Business,business_and_management,3+ Months,4.8,Beginner
2228,"Product Ideation, Design, and Management","University of Maryland, College Park",Specialization,3k,Business,business_and_management,3+ Months,4.4,Beginner
2229,Climate Change and Sustainable Investing,EDHEC Business School,Specialization,0,Business,business_and_management,3+ Months,4.8,Beginner
2230,Professional Skills for the Workplace,"University of California, Davis",Specialization,14k,Business,business_and_management,3+ Months,4.7,Beginner
2231,Six Sigma Black Belt,University System of Georgia,Specialization,3.3k,Business,business_and_management,3+ Months,4.6,Intermediate
2232,Engineering Project Management,Rice University,Specialization,94k,Business,business_and_management,3+ Months,4.8,Beginner
2233,Финансовые инструменты для частного инвестора,HSE University,Specialization,60k,Business,business_and_management,3+ Months,4.7,Beginner
2234,Marketing Strategy,IE Business School,Specialization,120k,Business,business_and_management,3+ Months,4.5,Beginner
2235,Business Strategies for A Better World,University of Pennsylvania,Specialization,35k,Business,business_and_management,3+ Months,4.7,Beginner
2236,Entrepreneurial Finance: Strategy and Innovation,Duke University,Specialization,42k,Business,business_and_management,3+ Months,4.5,Intermediate
2237,Trading Strategies in Emerging Markets,Indian School of Business,Specialization,130k,Business,business_and_management,3+ Months,4.2,Beginner
2238,Practical Guide to Trading,Interactive Brokers,Specialization,14k,Business,business_and_management,3+ Months,4.4,Beginner
2239,Marketing Mix Implementation,IE Business School,Specialization,160k,Business,business_and_management,3+ Months,4.7,Beginner
2240,Become a Sustainable Business Change Agent,University of Colorado System,Specialization,11k,Business,business_and_management,3+ Months,4.8,Intermediate
2241,Financial Markets and Investment Strategy,Indian School of Business,Specialization,110k,Business,business_and_management,3+ Months,4.5,Beginner
2242,Value Chain Management,University of Illinois at Urbana-Champaign,Specialization,120k,Business,business_and_management,3+ Months,4.7,Intermediate
2243,Risk Management,New York Institute of Finance,Specialization,5.2k,Business,business_and_management,3+ Months,4.5,Beginner
2244,Fundamentals of Accounting,University of Illinois at Urbana-Champaign,Specialization,71k,Business,business_and_management,3+ Months,4.7,Beginner
2245,Conflict Management,"University of California, Irvine",Specialization,93k,Business,business_and_management,3+ Months,4.4,Beginner
2246,FinTech: Finance Industry Transformation and Regulation,The Hong Kong University of Science and Technology,Specialization,31k,Business,business_and_management,3+ Months,4.7,Beginner
2247,Coaching Skills for Managers,"University of California, Davis",Specialization,64k,Business,business_and_management,3+ Months,4.7,Intermediate
2248,Strategic Management and Innovation,Copenhagen Business School,Specialization,100k,Business,business_and_management,3+ Months,4.7,Beginner
2249,Investment and Portfolio Management,Rice University,Specialization,97k,Business,business_and_management,3+ Months,4.5,Beginner
2250,Administración de Empresas,Universidad de Palermo,Specialization,7.8k,Business,business_and_management,3+ Months,4.7,Beginner
2251,Advanced Business Analytics,University of Colorado Boulder,Specialization,210k,Business,business_and_management,3+ Months,4.6,Intermediate
2252,Culture-Driven Team Building,University of Pennsylvania,Specialization,25k,Business,business_and_management,3+ Months,4.6,Beginner
2253,Leading: Human Resource Management and Leadership,Macquarie University,Specialization,64k,Business,business_and_management,3+ Months,4.8,Intermediate
2254,Claves de la Dirección de Empresas,IESE Business School,Specialization,85k,Business,business_and_management,3+ Months,4.8,Beginner
2255,Organizational Leadership,Northwestern University,Specialization,140k,Business,business_and_management,3+ Months,4.7,Intermediate
2256,Supply Chain Finance and Blockchain Technology,New York Institute of Finance,Specialization,9.8k,Business,business_and_management,3+ Months,4.5,Intermediate
2257,Foundational Finance for Strategic Decision Making,University of Michigan,Specialization,36k,Business,business_and_management,3+ Months,4.7,Beginner
2258,"Hotel Management: Distribution, Revenue and Demand Management",ESSEC Business School,Specialization,43k,Business,business_and_management,3+ Months,4.6,Beginner
2259,ICPM Certified Supervisor,Institute of Certified Professional Managers,Professional Certificate,13k,Business,business_and_management,3+ Months,4.7,Beginner
2260,Content Strategy for Professionals,Northwestern University,Specialization,42k,Business,business_and_management,3+ Months,4.6,Beginner
2261,International Business Essentials,University of London,Specialization,53k,Business,business_and_management,3+ Months,4.6,Intermediate
2262,"Negotiation, Mediation and Conflict Resolution",ESSEC Business School,Specialization,56k,Business,business_and_management,3+ Months,4.7,Beginner
2263,Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign,Specialization,120k,Business,business_and_management,3+ Months,4.7,Beginner
2264,Quantitative Finance,HSE University,Specialization,9.2k,Business,business_and_management,3+ Months,4.5,Beginner
2265,Gender Analytics: Gender Equity through Inclusive Design,University of Toronto,Specialization,4k,Business,business_and_management,3+ Months,4.8,Beginner
2266,Competitive Strategy and Organization Design,Ludwig-Maximilians-Universität München (LMU),Specialization,390k,Business,business_and_management,3+ Months,4.7,Intermediate
2267,Fundraising and Development,"University of California, Davis",Specialization,13k,Business,business_and_management,3+ Months,4.6,Beginner
2268,Social Media Marketing in Practice,Digital Marketing Institute,Specialization,10k,Business,business_and_management,3+ Months,4.6,Beginner
2269,Introduction to Public Relations and the Media,University of Colorado Boulder,Specialization,1.5k,Business,business_and_management,3+ Months,4.6,Beginner
2270,Практики анализа экономических данных от простого к сложному,Saint Petersburg State University,Specialization,22k,Business,business_and_management,3+ Months,4.8,Beginner
2271,Agile Leadership,University of Colorado System,Specialization,11k,Business,business_and_management,3+ Months,4.7,Beginner
2272,Finanzas corporativas,Universidad Nacional Autónoma de México,Specialization,57k,Business,business_and_management,3+ Months,4.7,Intermediate
2273,Improving Leadership & Governance in Nonprofit Organizations,University at Buffalo,Specialization,26k,Business,business_and_management,3+ Months,4.4,Beginner
2274,Communication Skills for Engineers,Rice University,Specialization,41k,Business,business_and_management,3+ Months,4.7,Beginner
2275,Introdução aos Princípios e Práticas da Gestão De Projetos,Universidade de São Paulo,Specialization,9.1k,Business,business_and_management,3+ Months,4.9,Beginner
2276,Effective Professional Communication,National Research Tomsk State University,Specialization,61k,Business,business_and_management,3+ Months,4.8,Beginner
2277,Business Analytics,University of Illinois at Urbana-Champaign,Specialization,54k,Business,business_and_management,3+ Months,4.6,Beginner
2278,Marketing Digital,Universidad Austral,Specialization,110k,Business,business_and_management,3+ Months,4.7,Beginner
2279,Основы Digital Маркетинга,HSE University,Specialization,30k,Business,business_and_management,3+ Months,4.5,Intermediate
2280,Цифровой SMM-проект: виртуальная платформа для бизнес-коммуникаций,National Research Tomsk State University,Specialization,26k,Business,business_and_management,3+ Months,4.3,Beginner
2281,Foundations of Marketing Analytics,Emory University,Specialization,51k,Business,business_and_management,3+ Months,4.3,Intermediate
2282,Administración de Proyectos: Principios Básicos,Tecnológico de Monterrey,Specialization,120k,Business,business_and_management,3+ Months,4.7,Beginner
2283,Strategic Business Analytics,ESSEC Business School,Specialization,88k,Business,business_and_management,3+ Months,4.3,Advanced
2284,The Fundamentals of Personal Finance,SoFi,Specialization,4.9k,Business,business_and_management,3+ Months,4.7,Beginner
2285,Interviewing and Resume Writing in English,"University of Maryland, College Park",Specialization,110k,Business,business_and_management,3+ Months,4.6,Intermediate
2286,Marketing en redes sociales de Facebook,Facebook,Professional Certificate,2.7k,Business,business_and_management,3+ Months,4.8,Beginner
2287,International Business,University of Colorado Boulder,Specialization,3.3k,Business,business_and_management,3+ Months,4.8,Beginner
2288,Digital Advertising Strategy,University of Colorado Boulder,Specialization,46k,Business,business_and_management,3+ Months,4.5,Beginner
